model,manufactured_year,selling_price,transmission_type,mileage,fuel_type,tax,engine_size,car_age,miles_per_litre,Actual Price,Predicted Price,Error,Absolute Error,Percent Error (%)
 Q2,2019,21990,Semi-Auto,5445,Diesel,150,1.6,6,10.54,21990.0,23269.34,1279.34,1279.34,5.82
 Q3,2017,16780,Manual,22300,Petrol,125,1.4,8,11.31,16780.0,18103.26,1323.26,1323.26,7.89
 A5,2020,28900,Manual,3452,Petrol,145,2.0,5,8.75,28900.0,32253.94,3353.94,3353.94,11.61
 Q7,2019,66990,Automatic,6000,Diesel,145,3.0,6,7.3,66990.0,47705.83,-19284.17,19284.17,28.79
 Q8,2019,56000,Automatic,9126,Diesel,145,3.0,6,7.39,56000.0,51694.94,-4305.06,4305.06,7.69
 A8,2017,34930,Automatic,3793,Diesel,145,3.0,8,11.09,34930.0,32917.0,-2013.0,2013.0,5.76
 Q3,2015,17398,Automatic,24539,Diesel,160,2.0,10,11.31,17398.0,16549.65,-848.35,848.35,4.88
 A3,2019,20250,Semi-Auto,5789,Diesel,145,1.6,6,11.5,20250.0,21289.73,1039.73,1039.73,5.13
 A5,2019,27994,Automatic,6000,Diesel,145,2.0,6,10.71,27994.0,29003.82,1009.82,1009.82,3.61
 A1,2016,11991,Manual,22750,Petrol,0,1.0,9,14.8,11991.0,11072.03,-918.97,918.97,7.66
 A4,2019,26450,Manual,125,Petrol,145,2.0,6,8.62,26450.0,27544.06,1094.06,1094.06,4.14
 Q3,2018,23500,Semi-Auto,24350,Petrol,150,2.0,7,9.28,23500.0,23524.35,24.35,24.35,0.1
 Q3,2019,28490,Manual,10,Diesel,145,2.0,6,9.41,28490.0,33163.01,4673.01,4673.01,16.4
 A5,2017,20500,Manual,7431,Diesel,150,2.0,8,15.16,20500.0,20472.26,-27.74,27.74,0.14
 A1,2016,10999,Manual,22150,Diesel,0,1.6,9,16.78,10999.0,11149.42,150.42,150.42,1.37
 Q5,2015,19995,Semi-Auto,41000,Diesel,200,2.0,10,10.36,19995.0,17987.63,-2007.37,2007.37,10.04
 A4,2020,43990,Semi-Auto,4250,Diesel,145,3.0,5,8.89,43990.0,41244.94,-2745.06,2745.06,6.24
 A3,2016,17990,Semi-Auto,35273,Petrol,30,1.4,9,12.43,17990.0,15140.67,-2849.33,2849.33,15.84
 A4,2019,28485,Automatic,2250,Diesel,145,2.0,6,11.31,28485.0,26169.55,-2315.45,2315.45,8.13
 Q2,2017,22750,Automatic,33297,Diesel,145,2.0,8,12.96,22750.0,18821.94,-3928.06,3928.06,17.27
 Q5,2017,27995,Semi-Auto,20870,Diesel,145,2.0,8,12.19,27995.0,25656.42,-2338.58,2338.58,8.35
 Q7,2008,9930,Automatic,57000,Diesel,570,3.0,17,6.34,9930.0,13733.07,3803.07,3803.07,38.3
 A1,2016,13888,Manual,16327,Petrol,30,1.4,9,12.43,13888.0,13094.16,-793.84,793.84,5.72
 A1,2015,10390,Manual,20639,Petrol,0,1.0,10,14.8,10390.0,10366.75,-23.25,23.25,0.22
 Q5,2013,21998,Semi-Auto,48282,Diesel,260,3.0,12,9.13,21998.0,17464.02,-4533.98,4533.98,20.61
 A4,2014,11295,Automatic,107200,Diesel,200,3.0,11,10.54,11295.0,11857.78,562.78,562.78,4.98
 Q3,2016,16100,Manual,16666,Diesel,30,2.0,9,13.22,16100.0,16991.61,891.61,891.61,5.54
 A1,2016,11350,Manual,27673,Petrol,0,1.0,9,14.8,11350.0,10855.25,-494.75,494.75,4.36
 TT,2013,9430,Manual,55159,Diesel,160,2.0,12,11.31,9430.0,11012.36,1582.36,1582.36,16.78
 A5,2019,30719,Semi-Auto,4520,Petrol,145,2.0,6,8.75,30719.0,28717.11,-2001.89,2001.89,6.52
 A3,2019,24485,Manual,4039,Diesel,145,1.6,6,11.31,24485.0,21363.21,-3121.79,3121.79,12.75
 Q5,2016,21440,Semi-Auto,40063,Diesel,200,2.0,9,10.36,21440.0,20448.74,-991.26,991.26,4.62
 A6,2016,15995,Manual,37729,Diesel,30,2.0,9,14.12,15995.0,15968.99,-26.01,26.01,0.16
 Q5,2019,35500,Automatic,8417,Diesel,145,2.0,6,8.4,35500.0,34823.06,-676.94,676.94,1.91
 A8,2016,17990,Automatic,70000,Diesel,200,3.0,9,10.54,17990.0,19433.49,1443.49,1443.49,8.02
 A3,2016,14995,Manual,29775,Petrol,20,1.4,9,13.22,14995.0,13867.88,-1127.12,1127.12,7.52
 Q5,2017,21750,Semi-Auto,83165,Diesel,150,2.0,8,12.19,21750.0,21275.12,-474.88,474.88,2.18
 A7,2013,15440,Automatic,75016,Diesel,200,3.0,12,10.54,15440.0,14185.47,-1254.53,1254.53,8.13
 A1,2019,18611,Manual,7694,Petrol,150,1.0,6,11.09,18611.0,18583.84,-27.16,27.16,0.15
 Q2,2019,30985,Automatic,2710,Petrol,145,1.5,6,9.0,30985.0,26129.26,-4855.74,4855.74,15.67
 Q3,2019,27490,Manual,8599,Petrol,150,1.5,6,8.75,27490.0,27989.59,499.59,499.59,1.82
 A1,2015,8554,Manual,69888,Diesel,0,1.6,10,17.75,8554.0,9188.32,634.32,634.32,7.42
 Q3,2019,27990,Semi-Auto,6000,Diesel,145,2.0,6,10.71,27990.0,29770.71,1780.71,1780.71,6.36
 Q3,2017,19995,Manual,21972,Petrol,145,1.4,8,10.91,19995.0,18700.42,-1294.58,1294.58,6.47
 A5,2019,25998,Semi-Auto,23,Petrol,145,2.0,6,8.89,25998.0,28162.16,2164.16,2164.16,8.32
 A7,2016,22990,Semi-Auto,26000,Diesel,160,3.0,9,11.5,22990.0,22975.1,-14.9,14.9,0.06
 TT,2019,54990,Semi-Auto,3437,Petrol,150,2.5,6,6.62,54990.0,40361.0,-14629.0,14629.0,26.6
 Q3,2019,40995,Automatic,3000,Petrol,145,2.0,6,7.06,40995.0,33408.03,-7586.97,7586.97,18.51
 Q3,2017,16500,Manual,21369,Petrol,125,1.4,8,11.31,16500.0,18181.54,1681.54,1681.54,10.19
 A3,2017,19325,Manual,8014,Petrol,30,1.4,8,12.43,19325.0,17115.33,-2209.67,2209.67,11.43
 A3,2017,10400,Manual,55000,Diesel,0,1.6,8,16.34,10400.0,12474.98,2074.98,2074.98,19.95
 A3,2017,11495,Manual,51870,Petrol,20,1.4,8,13.81,11495.0,14338.64,2843.64,2843.64,24.74
 A3,2010,4295,Manual,97000,Diesel,20,1.6,15,15.16,4295.0,5203.54,908.54,908.54,21.15
 Q2,2019,22995,Automatic,3800,Diesel,150,1.6,6,10.18,22995.0,24416.67,1421.67,1421.67,6.18
 A1,2016,14700,Manual,23932,Diesel,20,1.6,9,15.93,14700.0,11644.85,-3055.15,3055.15,20.78
 A4,2017,15999,Manual,28892,Diesel,140,2.0,8,15.53,15999.0,17005.83,1006.83,1006.83,6.29
 Q2,2020,24825,Manual,6000,Petrol,145,1.5,5,9.57,24825.0,26878.3,2053.3,2053.3,8.27
 A1,2016,11990,Manual,43000,Petrol,30,1.4,9,12.96,11990.0,11768.09,-221.91,221.91,1.85
 A6,2016,17975,Semi-Auto,50000,Diesel,30,2.0,9,13.51,17975.0,16547.09,-1427.91,1427.91,7.94
 A3,2019,21288,Manual,4538,Diesel,145,1.6,6,11.31,21288.0,21304.99,16.99,16.99,0.08
 A3,2016,14551,Automatic,46636,Diesel,125,2.0,9,13.51,14551.0,14801.54,250.54,250.54,1.72
 Q5,2019,33500,Semi-Auto,8566,Diesel,145,2.0,6,8.4,33500.0,35088.72,1588.72,1588.72,4.74
 A4,2015,11995,Manual,50811,Diesel,20,2.0,10,14.8,11995.0,12944.38,949.38,949.38,7.91
 A5,2019,28950,Semi-Auto,2866,Petrol,145,2.0,6,8.75,28950.0,28602.0,-348.0,348.0,1.2
 A1,2014,11995,Manual,24764,Diesel,0,1.6,11,16.34,11995.0,9413.85,-2581.15,2581.15,21.52
 A1,2017,12000,Manual,22241,Petrol,145,1.0,8,14.8,12000.0,12412.49,412.49,412.49,3.44
 Q3,2016,16800,Manual,40120,Diesel,150,2.0,9,11.5,16800.0,16827.09,27.09,27.09,0.16
 A3,2017,16400,Manual,54181,Diesel,145,1.6,8,14.8,16400.0,13633.42,-2766.58,2766.58,16.87
 A3,2016,11500,Manual,36603,Petrol,20,1.4,9,13.22,11500.0,13471.06,1971.06,1971.06,17.14
 Q2,2018,23000,Semi-Auto,17000,Petrol,150,1.4,7,11.5,23000.0,21720.25,-1279.75,1279.75,5.56
 A5,2019,29990,Automatic,10,Diesel,145,2.0,6,11.31,29990.0,31101.41,1111.41,1111.41,3.71
 Q3,2014,11698,Manual,65959,Diesel,160,2.0,11,10.91,11698.0,12141.96,443.96,443.96,3.8
 Q3,2017,22995,Semi-Auto,17680,Petrol,145,2.0,8,9.28,22995.0,22022.34,-972.66,972.66,4.23
 A3,2015,11000,Automatic,38689,Diesel,20,1.6,10,15.93,11000.0,12039.26,1039.26,1039.26,9.45
 A3,2016,15499,Automatic,48573,Hybrid,0,1.4,9,38.85,15499.0,14454.88,-1044.12,1044.12,6.74
 Q5,2019,35490,Semi-Auto,5000,Diesel,145,2.0,6,8.4,35490.0,35276.43,-213.57,213.57,0.6
 A5,2017,24990,Automatic,33000,Diesel,150,2.0,8,13.81,24990.0,20024.57,-4965.43,4965.43,19.87
 Q3,2014,15490,Manual,49268,Petrol,235,2.0,11,8.51,15490.0,15014.42,-475.58,475.58,3.07
 Q2,2019,23995,Manual,4430,Petrol,145,1.5,6,9.0,23995.0,24709.23,714.23,714.23,2.98
 Q5,2011,11795,Manual,66229,Diesel,200,2.0,14,9.26,11795.0,10279.58,-1515.42,1515.42,12.85
 Q3,2014,10990,Manual,62926,Diesel,160,2.0,11,10.91,10990.0,12249.43,1259.43,1259.43,11.46
 A3,2016,16998,Semi-Auto,32002,Diesel,30,2.0,9,13.51,16998.0,14880.36,-2117.64,2117.64,12.46
 A3,2017,18950,Manual,14644,Petrol,145,1.5,8,11.94,18950.0,16789.85,-2160.15,2160.15,11.4
 A4,2019,22690,Manual,6995,Petrol,145,2.0,6,8.62,22690.0,25668.96,2978.96,2978.96,13.13
 A6,2018,22000,Automatic,16000,Petrol,150,2.0,7,9.28,22000.0,23883.77,1883.77,1883.77,8.56
 A1,2012,10790,Automatic,27280,Petrol,145,1.4,13,10.54,10790.0,9109.6,-1680.4,1680.4,15.57
 Q3,2019,27950,Manual,2506,Petrol,145,1.5,6,9.0,27950.0,28033.79,83.79,83.79,0.3
 A4,2019,27495,Semi-Auto,3000,Petrol,145,2.0,6,8.51,27495.0,27587.94,92.94,92.94,0.34
 Q7,2020,82995,Semi-Auto,826,Diesel,145,4.0,5,6.47,82995.0,73895.0,-9100.0,9100.0,10.96
 A4,2016,12170,Manual,29825,Petrol,125,1.4,9,11.72,12170.0,14260.61,2090.61,2090.61,17.18
 A1,2019,22450,Semi-Auto,8078,Petrol,145,1.0,6,10.36,22450.0,20580.2,-1869.8,1869.8,8.33
 A1,2016,14995,Semi-Auto,19158,Petrol,30,1.4,9,12.67,14995.0,13660.03,-1334.97,1334.97,8.9
 A1,2015,12798,Manual,26811,Petrol,30,1.4,10,12.96,12798.0,11571.26,-1226.74,1226.74,9.59
 Q3,2016,18990,Semi-Auto,9106,Diesel,145,2.0,9,11.31,18990.0,20988.41,1998.41,1998.41,10.52
 A3,2020,35991,Semi-Auto,4433,Petrol,145,2.0,5,7.68,35991.0,33722.21,-2268.79,2268.79,6.3
 A1,2015,9998,Manual,49565,Petrol,30,1.4,10,12.19,9998.0,10402.67,404.67,404.67,4.05
 Q5,2014,25000,Semi-Auto,34503,Diesel,260,3.0,11,9.13,25000.0,21073.26,-3926.74,3926.74,15.71
 A1,2015,14450,Automatic,41996,Petrol,30,1.4,10,12.43,14450.0,11327.19,-3122.81,3122.81,21.61
 A5,2017,23790,Semi-Auto,29668,Petrol,145,2.0,8,10.03,23790.0,21057.76,-2732.24,2732.24,11.48
 A5,2016,16490,Manual,23500,Diesel,125,2.0,9,13.22,16490.0,16987.72,497.72,497.72,3.02
 A4,2017,14400,Automatic,32097,Diesel,145,2.0,8,15.93,14400.0,17624.84,3224.84,3224.84,22.39
 Q7,2020,53900,Semi-Auto,4000,Diesel,145,3.0,5,7.3,53900.0,56337.3,2437.3,2437.3,4.52
 A5,2017,18998,Semi-Auto,28618,Diesel,30,2.0,8,14.8,18998.0,18808.68,-189.32,189.32,1.0
 Q3,2018,25050,Semi-Auto,10000,Petrol,145,1.4,7,10.71,25050.0,23085.47,-1964.53,1964.53,7.84
 Q5,2019,35990,Semi-Auto,8186,Petrol,145,2.0,6,7.06,35990.0,36634.94,644.94,644.94,1.79
 A5,2019,27761,Semi-Auto,1626,Diesel,145,2.0,6,11.31,27761.0,28374.11,613.11,613.11,2.21
 A6,2015,12498,Semi-Auto,74644,Diesel,20,2.0,10,13.51,12498.0,14217.34,1719.34,1719.34,13.76
 A5,2016,16267,Manual,60431,Diesel,160,2.0,9,11.72,16267.0,15795.3,-471.7,471.7,2.9
 Q3,2016,18502,Manual,22406,Diesel,145,2.0,9,11.5,18502.0,17948.8,-553.2,553.2,2.99
 Q2,2019,19991,Manual,3358,Petrol,145,1.0,6,10.36,19991.0,21234.69,1243.69,1243.69,6.22
 A8,2019,48000,Automatic,5900,Diesel,145,3.0,6,11.09,48000.0,39285.19,-8714.81,8714.81,18.16
 Q2,2019,25354,Semi-Auto,1947,Diesel,145,1.6,6,9.85,25354.0,24677.1,-676.9,676.9,2.67
 Q3,2015,14640,Automatic,60889,Diesel,160,2.0,10,11.09,14640.0,13996.14,-643.86,643.86,4.4
 Q3,2018,23495,Semi-Auto,11831,Petrol,145,1.4,7,10.54,23495.0,22952.01,-542.99,542.99,2.31
 Q3,2020,36790,Automatic,1330,Petrol,145,2.0,5,6.75,36790.0,39066.96,2276.96,2276.96,6.19
 A3,2019,23000,Semi-Auto,13586,Petrol,150,1.5,6,9.28,23000.0,22969.93,-30.07,30.07,0.13
 Q5,2019,44990,Automatic,10,Diesel,145,2.0,6,7.96,44990.0,40323.53,-4666.47,4666.47,10.37
 A1,2017,13290,Manual,33406,Diesel,145,1.6,8,16.78,13290.0,13030.29,-259.71,259.71,1.95
 A4,2020,43750,Automatic,2000,Diesel,145,3.0,5,9.0,43750.0,43388.87,-361.13,361.13,0.83
 A3,2006,3880,Manual,87000,Petrol,305,2.0,19,8.07,3880.0,4086.33,206.33,206.33,5.32
 A4,2020,30995,Semi-Auto,1600,Petrol,145,2.0,5,9.0,30995.0,31366.43,371.43,371.43,1.2
 A4,2019,32750,Semi-Auto,2000,Diesel,145,2.0,6,10.91,32750.0,27102.62,-5647.38,5647.38,17.24
 A5,2020,30990,Automatic,10,Diesel,145,2.0,5,10.36,30990.0,36851.92,5861.92,5861.92,18.92
 A1,2014,13499,Manual,55433,Petrol,200,2.0,11,8.89,13499.0,9589.41,-3909.59,3909.59,28.96
 A1,2015,10498,Manual,31393,Petrol,30,1.4,10,12.67,10498.0,11226.74,728.74,728.74,6.94
 Q2,2020,23888,Semi-Auto,500,Petrol,145,1.5,5,9.28,23888.0,29477.35,5589.35,5589.35,23.4
 Q3,2019,27250,Manual,2485,Petrol,145,1.5,6,8.75,27250.0,28428.28,1178.28,1178.28,4.32
 A3,2018,18491,Semi-Auto,22305,Petrol,145,1.5,7,12.43,18491.0,19413.27,922.27,922.27,4.99
 A3,2018,18999,Semi-Auto,25559,Petrol,150,1.5,7,12.43,18999.0,19107.17,108.17,108.17,0.57
 A4,2017,25950,Semi-Auto,32585,Petrol,240,3.0,8,8.51,25950.0,26734.11,784.11,784.11,3.02
 A1,2019,21350,Automatic,3500,Petrol,145,2.0,6,9.0,21350.0,23468.23,2118.23,2118.23,9.92
 A3,2019,22500,Automatic,8397,Diesel,145,1.6,6,11.72,22500.0,20911.52,-1588.48,1588.48,7.06
 A4,2018,22650,Semi-Auto,16249,Petrol,145,2.0,7,11.09,22650.0,21831.88,-818.12,818.12,3.61
 A5,2015,15998,Manual,48853,Diesel,145,2.0,10,12.43,15998.0,13857.54,-2140.46,2140.46,13.38
 A8,2015,19230,Automatic,35361,Diesel,200,3.0,10,10.71,19230.0,18731.85,-498.15,498.15,2.59
 A6,2019,53939,Semi-Auto,6238,Diesel,145,3.0,6,8.29,53939.0,37223.24,-16715.76,16715.76,30.99
 TT,2017,17799,Manual,12205,Diesel,30,2.0,8,13.81,17799.0,19712.6,1913.6,1913.6,10.75
 Q2,2019,31490,Semi-Auto,2100,Petrol,145,2.0,6,6.91,31490.0,31495.16,5.16,5.16,0.02
 Q3,2014,12595,Manual,52006,Diesel,145,2.0,11,11.94,12595.0,12608.46,13.46,13.46,0.11
 A5,2019,27490,Automatic,6000,Petrol,145,2.0,6,8.75,27490.0,29527.37,2037.37,2037.37,7.41
 A4,2019,28795,Semi-Auto,5000,Petrol,145,2.0,6,9.28,28795.0,26266.22,-2528.78,2528.78,8.78
 Q3,2019,26990,Manual,5000,Diesel,145,2.0,6,9.41,26990.0,29005.33,2015.33,2015.33,7.47
 Q2,2019,19991,Manual,3590,Diesel,145,1.6,6,10.91,19991.0,22278.51,2287.51,2287.51,11.44
 Q3,2019,26073,Manual,4389,Petrol,145,1.5,6,9.0,26073.0,27724.46,1651.46,1651.46,6.33
 Q3,2015,19750,Automatic,23787,Petrol,205,2.0,10,8.89,19750.0,19832.72,82.72,82.72,0.42
 Q2,2017,20350,Automatic,13671,Petrol,145,1.4,8,11.5,20350.0,20001.26,-348.74,348.74,1.71
 Q2,2018,22888,Semi-Auto,14569,Petrol,145,1.4,7,11.5,22888.0,21688.0,-1200.0,1200.0,5.24
 A3,2015,15000,Semi-Auto,40092,Petrol,20,1.4,10,13.22,15000.0,13311.89,-1688.11,1688.11,11.25
 A6,2019,42750,Semi-Auto,1500,Petrol,145,3.0,6,6.91,42750.0,39447.92,-3302.08,3302.08,7.72
 A6,2012,12999,Automatic,54373,Diesel,200,3.0,13,10.54,12999.0,11866.03,-1132.97,1132.97,8.72
 Q7,2020,60950,Automatic,2402,Diesel,145,3.0,5,7.3,60950.0,55006.33,-5943.67,5943.67,9.75
 TT,2018,21491,Manual,6000,Petrol,150,1.8,7,10.36,21491.0,21505.2,14.2,14.2,0.07
 A3,2019,20990,Manual,6000,Petrol,145,1.5,6,9.85,20990.0,21832.67,842.67,842.67,4.01
 A4,2020,43970,Semi-Auto,3700,Diesel,145,3.0,5,8.62,43970.0,42459.6,-1510.4,1510.4,3.44
 R8,2019,119450,Automatic,3000,Petrol,145,5.2,6,4.71,119450.0,118902.28,-547.72,547.72,0.46
 A1,2019,20500,Automatic,11295,Petrol,150,1.0,6,10.36,20500.0,20469.02,-30.98,30.98,0.15
 A4,2019,27000,Automatic,9000,Diesel,145,2.0,6,10.54,27000.0,26784.87,-215.13,215.13,0.8
 Q5,2015,17999,Manual,36435,Diesel,200,2.0,10,10.54,17999.0,17585.67,-413.33,413.33,2.3
 Q3,2013,14500,Semi-Auto,45793,Petrol,260,2.0,12,8.07,14500.0,14341.47,-158.53,158.53,1.09
 A3,2016,14299,Automatic,34078,Diesel,125,2.0,9,12.96,14299.0,15442.47,1143.47,1143.47,8.0
 A6,2016,19495,Semi-Auto,43099,Diesel,145,2.0,9,12.43,19495.0,17996.77,-1498.23,1498.23,7.69
 Q2,2019,25490,Automatic,6000,Petrol,145,1.5,6,9.28,25490.0,25660.31,170.31,170.31,0.67
 A1,2016,9950,Manual,24396,Petrol,0,1.0,9,14.8,9950.0,10994.24,1044.24,1044.24,10.49
 A6,2019,28990,Semi-Auto,7000,Diesel,150,2.0,6,10.54,28990.0,30309.03,1319.03,1319.03,4.55
 Q5,2015,15500,Manual,66790,Diesel,205,2.0,10,10.54,15500.0,15688.56,188.56,188.56,1.22
 A1,2013,8495,Manual,41762,Diesel,0,1.6,12,16.34,8495.0,8421.44,-73.56,73.56,0.87
 A3,2008,2995,Manual,136000,Diesel,205,2.0,17,10.71,2995.0,3880.59,885.59,885.59,29.57
 A5,2014,15450,Semi-Auto,48792,Diesel,125,2.0,11,12.96,15450.0,12797.25,-2652.75,2652.75,17.17
 A3,2017,27490,Automatic,38300,Petrol,145,2.0,8,9.57,27490.0,19788.84,-7701.16,7701.16,28.01
 A5,2019,30500,Semi-Auto,100,Diesel,145,2.0,6,10.91,30500.0,30224.56,-275.44,275.44,0.9
 Q5,2015,18998,Semi-Auto,43979,Diesel,200,2.0,10,10.36,18998.0,17768.8,-1229.2,1229.2,6.47
 Q3,2019,35995,Manual,5356,Diesel,145,2.0,6,9.0,35995.0,29586.93,-6408.07,6408.07,17.8
 A3,2017,13000,Manual,25720,Diesel,20,2.0,8,15.53,13000.0,15369.92,2369.92,2369.92,18.23
 A4,2016,17490,Manual,40164,Diesel,30,2.0,9,14.8,17490.0,14836.59,-2653.41,2653.41,15.17
 A3,2019,30950,Semi-Auto,50,Petrol,145,2.0,6,7.68,30950.0,32226.78,1276.78,1276.78,4.13
 A3,2013,12499,Automatic,31244,Diesel,30,2.0,12,14.12,12499.0,10059.22,-2439.78,2439.78,19.52
 Q3,2019,29000,Automatic,3281,Petrol,145,1.5,6,8.4,29000.0,27911.76,-1088.24,1088.24,3.75
 A6,2016,19499,Automatic,40984,Diesel,145,2.0,9,12.43,19499.0,17648.96,-1850.04,1850.04,9.49
 A1,2017,16970,Semi-Auto,13458,Petrol,150,1.4,8,12.43,16970.0,15276.73,-1693.27,1693.27,9.98
 A5,2017,22990,Semi-Auto,28500,Diesel,145,2.0,8,14.45,22990.0,20104.28,-2885.72,2885.72,12.55
 A4,2013,6000,Manual,129680,Diesel,30,2.0,12,14.12,6000.0,8409.54,2409.54,2409.54,40.16
 Q3,2015,17750,Manual,32850,Diesel,160,2.0,10,10.91,17750.0,16137.27,-1612.73,1612.73,9.09
 A3,2017,12995,Manual,23820,Petrol,145,1.0,8,13.22,12995.0,14126.2,1131.2,1131.2,8.7
 A4,2019,24998,Semi-Auto,12853,Petrol,145,2.0,6,8.4,24998.0,27758.07,2760.07,2760.07,11.04
 A1,2014,10495,Manual,32000,Diesel,0,1.6,11,16.34,10495.0,9108.16,-1386.84,1386.84,13.21
 Q7,2019,55990,Semi-Auto,5050,Diesel,145,3.0,6,9.7,55990.0,44544.77,-11445.23,11445.23,20.44
 Q3,2019,29500,Semi-Auto,5034,Petrol,145,2.0,6,7.15,29500.0,33348.38,3848.38,3848.38,13.05
 Q5,2019,35995,Automatic,7093,Diesel,145,2.0,6,8.4,35995.0,34965.84,-1029.16,1029.16,2.86
 A5,2017,19299,Automatic,38771,Diesel,145,2.0,8,14.8,19299.0,19894.98,595.98,595.98,3.09
 A4,2017,16498,Manual,28801,Petrol,125,2.0,8,10.91,16498.0,17462.81,964.81,964.81,5.85
 A3,2017,19082,Manual,6931,Diesel,145,2.0,8,14.45,19082.0,16654.77,-2427.23,2427.23,12.72
 A5,2017,19995,Semi-Auto,54000,Diesel,150,2.0,8,14.8,19995.0,19042.23,-952.77,952.77,4.77
 Q3,2015,14999,Manual,45748,Diesel,160,2.0,10,11.31,14999.0,15216.05,217.05,217.05,1.45
 TT,2016,19290,Manual,25189,Petrol,150,1.8,9,10.36,19290.0,16930.05,-2359.95,2359.95,12.23
 A3,2019,22910,Automatic,6650,Petrol,145,1.5,6,9.7,22910.0,23076.27,166.27,166.27,0.73
 Q5,2020,43900,Semi-Auto,500,Hybrid,135,2.0,5,25.89,43900.0,51763.39,7863.39,7863.39,17.91
 A5,2015,17998,Manual,13312,Diesel,125,2.0,10,12.67,17998.0,16822.59,-1175.41,1175.41,6.53
 A6,2019,49990,Automatic,6000,Diesel,145,3.0,6,7.88,49990.0,41401.24,-8588.76,8588.76,17.18
 Q3,2019,37490,Automatic,1082,Petrol,145,1.5,6,8.4,37490.0,28729.73,-8760.27,8760.27,23.37
 RS4,2014,25975,Manual,60000,Petrol,555,4.2,11,5.81,25975.0,27621.5,1646.5,1646.5,6.34
 A1,2014,15999,Manual,34925,Petrol,235,2.0,11,8.75,15999.0,10548.28,-5450.72,5450.72,34.07
 Q3,2017,18000,Automatic,18153,Petrol,145,1.4,8,10.54,18000.0,19815.49,1815.49,1815.49,10.09
 Q2,2019,28062,Manual,1000,Petrol,145,1.5,6,9.57,28062.0,24038.21,-4023.79,4023.79,14.34
 A1,2017,12495,Manual,20670,Petrol,30,1.4,8,12.67,12495.0,13949.78,1454.78,1454.78,11.64
 A4,2018,18750,Manual,16001,Petrol,145,1.4,7,11.5,18750.0,18551.26,-198.74,198.74,1.06
 Q7,2013,17499,Automatic,69638,Diesel,300,3.0,12,8.62,17499.0,17456.47,-42.53,42.53,0.24
 A4,2016,15990,Manual,46778,Diesel,30,2.0,9,13.81,15990.0,14540.86,-1449.14,1449.14,9.06
 A8,2020,48490,Semi-Auto,1354,Diesel,145,3.0,5,8.62,48490.0,50287.0,1797.0,1797.0,3.71
 A6,2016,17995,Automatic,49461,Diesel,125,2.0,9,12.67,17995.0,17031.52,-963.48,963.48,5.35
 R8,2016,79900,Semi-Auto,10172,Petrol,570,5.2,9,5.46,79900.0,103208.55,23308.55,23308.55,29.17
 Q2,2019,26697,Automatic,2466,Diesel,145,2.0,6,10.18,26697.0,26073.76,-623.24,623.24,2.33
 Q5,2013,17995,Manual,18330,Diesel,200,2.0,12,10.54,17995.0,16354.18,-1640.82,1640.82,9.12
 TT,2016,16499,Manual,16917,Petrol,145,1.8,9,10.36,16499.0,17662.14,1163.14,1163.14,7.05
 Q7,2017,49995,Automatic,23437,Diesel,300,4.0,8,8.62,49995.0,52003.13,2008.13,2008.13,4.02
 A1,2019,17690,Manual,8396,Petrol,150,1.0,6,11.09,17690.0,18568.61,878.61,878.61,4.97
 A6,2017,31850,Semi-Auto,13449,Diesel,145,3.0,8,9.57,31850.0,27133.21,-4716.79,4716.79,14.81
 A4,2016,15489,Semi-Auto,54697,Diesel,30,2.0,9,14.45,15489.0,15300.37,-188.63,188.63,1.22
 Q5,2016,27490,Automatic,74896,Diesel,235,3.0,9,9.28,27490.0,24499.35,-2990.65,2990.65,10.88
 Q3,2014,11500,Manual,73362,Diesel,150,2.0,11,11.94,11500.0,11869.56,369.56,369.56,3.21
 A3,2019,31990,Semi-Auto,7898,Petrol,145,2.0,6,7.68,31990.0,29614.48,-2375.52,2375.52,7.43
 A6,2019,25990,Semi-Auto,28950,Diesel,150,2.0,6,11.09,25990.0,28895.63,2905.63,2905.63,11.18
 A3,2017,25400,Semi-Auto,21572,Petrol,150,2.0,8,9.57,25400.0,22412.67,-2987.33,2987.33,11.76
 Q5,2019,34890,Automatic,3704,Diesel,150,2.0,6,8.4,34890.0,35313.19,423.19,423.19,1.21
 A3,2019,24450,Automatic,6500,Petrol,150,1.5,6,9.57,24450.0,23282.45,-1167.55,1167.55,4.78
 A4,2017,17290,Automatic,30364,Diesel,20,2.0,8,14.8,17290.0,17213.2,-76.8,76.8,0.44
 A4,2013,8488,Manual,84000,Diesel,30,2.0,12,14.12,8488.0,9129.05,641.05,641.05,7.55
 A3,2018,14175,Manual,16680,Petrol,145,1.0,7,13.81,14175.0,15517.65,1342.65,1342.65,9.47
 Q3,2016,21950,Semi-Auto,28987,Petrol,200,2.0,9,8.89,21950.0,20667.96,-1282.04,1282.04,5.84
 Q3,2019,26995,Manual,10300,Petrol,150,1.5,6,8.75,26995.0,27965.04,970.04,970.04,3.59
 A3,2019,21490,Semi-Auto,6874,Petrol,145,1.5,6,9.28,21490.0,23251.79,1761.79,1761.79,8.2
 A5,2020,36312,Semi-Auto,7423,Diesel,145,2.0,5,11.31,36312.0,31283.01,-5028.99,5028.99,13.85
 A1,2017,13222,Manual,16252,Petrol,30,1.4,8,12.19,13222.0,14220.36,998.36,998.36,7.55
 A3,2017,16495,Semi-Auto,35000,Petrol,30,1.4,8,12.43,16495.0,16615.28,120.28,120.28,0.73
