model,manufactured_year,selling_price,transmission_type,mileage,fuel_type,tax,engine_size,car_age,miles_per_litre,Actual Price,Predicted Price,Error,Absolute Error,Percent Error (%)
 Q3,2015,17398,Automatic,24539,Diesel,160,2.0,10,11.31,17398.0,15711.35,-1686.65,1686.65,9.69
 A3,2019,20250,Semi-Auto,5789,Diesel,145,1.6,6,11.5,20250.0,22918.59,2668.59,2668.59,13.18
 A5,2019,27994,Automatic,6000,Diesel,145,2.0,6,10.71,27994.0,27318.81,-675.19,675.19,2.41
 A1,2016,11991,Manual,22750,Petrol,0,1.0,9,14.8,11991.0,10371.04,-1619.96,1619.96,13.51
 A4,2019,26450,Manual,125,Petrol,145,2.0,6,8.62,26450.0,27763.47,1313.47,1313.47,4.97
 Q3,2018,23500,Semi-Auto,24350,Petrol,150,2.0,7,9.28,23500.0,27187.48,3687.48,3687.48,15.69
 Q3,2019,28490,Manual,10,Diesel,145,2.0,6,9.41,28490.0,29450.07,960.07,960.07,3.37
 A5,2017,20500,Manual,7431,Diesel,150,2.0,8,15.16,20500.0,18328.34,-2171.66,2171.66,10.59
 A1,2016,10999,Manual,22150,Diesel,0,1.6,9,16.78,10999.0,11142.89,143.89,143.89,1.31
 Q5,2015,19995,Semi-Auto,41000,Diesel,200,2.0,10,10.36,19995.0,18504.19,-1490.81,1490.81,7.46
 A4,2020,43990,Semi-Auto,4250,Diesel,145,3.0,5,8.89,43990.0,38607.57,-5382.43,5382.43,12.24
 A3,2016,17990,Semi-Auto,35273,Petrol,30,1.4,9,12.43,17990.0,14668.84,-3321.16,3321.16,18.46
 A4,2019,28485,Automatic,2250,Diesel,145,2.0,6,11.31,28485.0,25846.62,-2638.38,2638.38,9.26
 Q2,2017,22750,Automatic,33297,Diesel,145,2.0,8,12.96,22750.0,18733.4,-4016.6,4016.6,17.66
 Q5,2017,27995,Semi-Auto,20870,Diesel,145,2.0,8,12.19,27995.0,24513.75,-3481.25,3481.25,12.44
 Q7,2008,9930,Automatic,57000,Diesel,570,3.0,17,6.34,9930.0,13901.79,3971.79,3971.79,40.0
 A1,2016,13888,Manual,16327,Petrol,30,1.4,9,12.43,13888.0,12268.96,-1619.04,1619.04,11.66
 A1,2015,10390,Manual,20639,Petrol,0,1.0,10,14.8,10390.0,9167.76,-1222.24,1222.24,11.76
 Q5,2013,21998,Semi-Auto,48282,Diesel,260,3.0,12,9.13,21998.0,18141.59,-3856.41,3856.41,17.53
 A4,2014,11295,Automatic,107200,Diesel,200,3.0,11,10.54,11295.0,14635.81,3340.81,3340.81,29.58
 Q3,2016,16100,Manual,16666,Diesel,30,2.0,9,13.22,16100.0,16247.79,147.79,147.79,0.92
 A1,2016,11350,Manual,27673,Petrol,0,1.0,9,14.8,11350.0,10335.37,-1014.63,1014.63,8.94
 TT,2013,9430,Manual,55159,Diesel,160,2.0,12,11.31,9430.0,11000.58,1570.58,1570.58,16.66
 A5,2019,30719,Semi-Auto,4520,Petrol,145,2.0,6,8.75,30719.0,31300.17,581.17,581.17,1.89
 A3,2019,24485,Manual,4039,Diesel,145,1.6,6,11.31,24485.0,20723.74,-3761.26,3761.26,15.36
 Q5,2016,21440,Semi-Auto,40063,Diesel,200,2.0,9,10.36,21440.0,20977.16,-462.84,462.84,2.16
 A6,2016,15995,Manual,37729,Diesel,30,2.0,9,14.12,15995.0,15913.35,-81.65,81.65,0.51
 Q5,2019,35500,Automatic,8417,Diesel,145,2.0,6,8.4,35500.0,33244.57,-2255.43,2255.43,6.35
 A8,2016,17990,Automatic,70000,Diesel,200,3.0,9,10.54,17990.0,24684.14,6694.14,6694.14,37.21
 A3,2016,14995,Manual,29775,Petrol,20,1.4,9,13.22,14995.0,13220.89,-1774.11,1774.11,11.83
 Q5,2017,21750,Semi-Auto,83165,Diesel,150,2.0,8,12.19,21750.0,23934.79,2184.79,2184.79,10.05
 A7,2013,15440,Automatic,75016,Diesel,200,3.0,12,10.54,15440.0,16052.14,612.14,612.14,3.96
 A1,2019,18611,Manual,7694,Petrol,150,1.0,6,11.09,18611.0,17629.01,-981.99,981.99,5.28
 Q2,2019,30985,Automatic,2710,Petrol,145,1.5,6,9.0,30985.0,26464.94,-4520.06,4520.06,14.59
 Q3,2019,27490,Manual,8599,Petrol,150,1.5,6,8.75,27490.0,25937.47,-1552.53,1552.53,5.65
 A1,2015,8554,Manual,69888,Diesel,0,1.6,10,17.75,8554.0,9670.94,1116.94,1116.94,13.06
 Q3,2019,27990,Semi-Auto,6000,Diesel,145,2.0,6,10.71,27990.0,29539.86,1549.86,1549.86,5.54
 Q3,2017,19995,Manual,21972,Petrol,145,1.4,8,10.91,19995.0,18051.21,-1943.79,1943.79,9.72
 A5,2019,25998,Semi-Auto,23,Petrol,145,2.0,6,8.89,25998.0,34353.78,8355.78,8355.78,32.14
 A7,2016,22990,Semi-Auto,26000,Diesel,160,3.0,9,11.5,22990.0,23559.4,569.4,569.4,2.48
 TT,2019,54990,Semi-Auto,3437,Petrol,150,2.5,6,6.62,54990.0,35435.52,-19554.48,19554.48,35.56
 Q3,2019,40995,Automatic,3000,Petrol,145,2.0,6,7.06,40995.0,32451.93,-8543.07,8543.07,20.84
 Q3,2017,16500,Manual,21369,Petrol,125,1.4,8,11.31,16500.0,18067.51,1567.51,1567.51,9.5
 A3,2017,19325,Manual,8014,Petrol,30,1.4,8,12.43,19325.0,15549.58,-3775.42,3775.42,19.54
 A3,2017,10400,Manual,55000,Diesel,0,1.6,8,16.34,10400.0,13702.37,3302.37,3302.37,31.75
 A3,2017,11495,Manual,51870,Petrol,20,1.4,8,13.81,11495.0,15074.22,3579.22,3579.22,31.14
 A3,2010,4295,Manual,97000,Diesel,20,1.6,15,15.16,4295.0,6588.85,2293.85,2293.85,53.41
 Q2,2019,22995,Automatic,3800,Diesel,150,1.6,6,10.18,22995.0,24066.3,1071.3,1071.3,4.66
 A1,2016,14700,Manual,23932,Diesel,20,1.6,9,15.93,14700.0,11513.19,-3186.81,3186.81,21.68
 A4,2017,15999,Manual,28892,Diesel,140,2.0,8,15.53,15999.0,16597.42,598.42,598.42,3.74
 Q2,2020,24825,Manual,6000,Petrol,145,1.5,5,9.57,24825.0,29371.96,4546.96,4546.96,18.32
 A1,2016,11990,Manual,43000,Petrol,30,1.4,9,12.96,11990.0,12093.19,103.19,103.19,0.86
 A6,2016,17975,Semi-Auto,50000,Diesel,30,2.0,9,13.51,17975.0,17556.23,-418.77,418.77,2.33
 A3,2019,21288,Manual,4538,Diesel,145,1.6,6,11.31,21288.0,20681.33,-606.67,606.67,2.85
 A3,2016,14551,Automatic,46636,Diesel,125,2.0,9,13.51,14551.0,15183.13,632.13,632.13,4.34
 Q5,2019,33500,Semi-Auto,8566,Diesel,145,2.0,6,8.4,33500.0,33845.43,345.43,345.43,1.03
 A4,2015,11995,Manual,50811,Diesel,20,2.0,10,14.8,11995.0,12300.93,305.93,305.93,2.55
 A5,2019,28950,Semi-Auto,2866,Petrol,145,2.0,6,8.75,28950.0,31551.91,2601.91,2601.91,8.99
 A1,2014,11995,Manual,24764,Diesel,0,1.6,11,16.34,11995.0,8740.51,-3254.49,3254.49,27.13
 A1,2017,12000,Manual,22241,Petrol,145,1.0,8,14.8,12000.0,12664.03,664.03,664.03,5.53
 Q3,2016,16800,Manual,40120,Diesel,150,2.0,9,11.5,16800.0,16171.7,-628.3,628.3,3.74
 A3,2017,16400,Manual,54181,Diesel,145,1.6,8,14.8,16400.0,14479.18,-1920.82,1920.82,11.71
 A3,2016,11500,Manual,36603,Petrol,20,1.4,9,13.22,11500.0,13172.97,1672.97,1672.97,14.55
 Q2,2018,23000,Semi-Auto,17000,Petrol,150,1.4,7,11.5,23000.0,21599.27,-1400.73,1400.73,6.09
 A5,2019,29990,Automatic,10,Diesel,145,2.0,6,11.31,29990.0,30623.45,633.45,633.45,2.11
 Q3,2014,11698,Manual,65959,Diesel,160,2.0,11,10.91,11698.0,12589.67,891.67,891.67,7.62
 Q3,2017,22995,Semi-Auto,17680,Petrol,145,2.0,8,9.28,22995.0,23417.03,422.03,422.03,1.84
 A3,2015,11000,Automatic,38689,Diesel,20,1.6,10,15.93,11000.0,11989.02,989.02,989.02,8.99
 A3,2016,15499,Automatic,48573,Hybrid,0,1.4,9,38.85,15499.0,15338.09,-160.91,160.91,1.04
 Q5,2019,35490,Semi-Auto,5000,Diesel,145,2.0,6,8.4,35490.0,34167.36,-1322.64,1322.64,3.73
 A5,2017,24990,Automatic,33000,Diesel,150,2.0,8,13.81,24990.0,19377.54,-5612.46,5612.46,22.46
 Q3,2014,15490,Manual,49268,Petrol,235,2.0,11,8.51,15490.0,14192.83,-1297.17,1297.17,8.37
 Q2,2019,23995,Manual,4430,Petrol,145,1.5,6,9.0,23995.0,24033.12,38.12,38.12,0.16
 Q5,2011,11795,Manual,66229,Diesel,200,2.0,14,9.26,11795.0,10912.06,-882.94,882.94,7.49
 Q3,2014,10990,Manual,62926,Diesel,160,2.0,11,10.91,10990.0,12600.1,1610.1,1610.1,14.65
 A3,2016,16998,Semi-Auto,32002,Diesel,30,2.0,9,13.51,16998.0,15299.63,-1698.37,1698.37,9.99
 A3,2017,18950,Manual,14644,Petrol,145,1.5,8,11.94,18950.0,16107.37,-2842.63,2842.63,15.0
 A4,2019,22690,Manual,6995,Petrol,145,2.0,6,8.62,22690.0,25869.78,3179.78,3179.78,14.01
 A6,2018,22000,Automatic,16000,Petrol,150,2.0,7,9.28,22000.0,26612.14,4612.14,4612.14,20.96
 A1,2012,10790,Automatic,27280,Petrol,145,1.4,13,10.54,10790.0,8612.35,-2177.65,2177.65,20.18
 Q3,2019,27950,Manual,2506,Petrol,145,1.5,6,9.0,27950.0,26540.1,-1409.9,1409.9,5.04
 A4,2019,27495,Semi-Auto,3000,Petrol,145,2.0,6,8.51,27495.0,29170.46,1675.46,1675.46,6.09
 Q7,2020,82995,Semi-Auto,826,Diesel,145,4.0,5,6.47,82995.0,74489.17,-8505.83,8505.83,10.25
 A4,2016,12170,Manual,29825,Petrol,125,1.4,9,11.72,12170.0,13684.86,1514.86,1514.86,12.45
 A1,2019,22450,Semi-Auto,8078,Petrol,145,1.0,6,10.36,22450.0,19493.09,-2956.91,2956.91,13.17
 A1,2016,14995,Semi-Auto,19158,Petrol,30,1.4,9,12.67,14995.0,13618.42,-1376.58,1376.58,9.18
 A1,2015,12798,Manual,26811,Petrol,30,1.4,10,12.96,12798.0,10760.87,-2037.13,2037.13,15.92
 Q3,2016,18990,Semi-Auto,9106,Diesel,145,2.0,9,11.31,18990.0,18427.99,-562.01,562.01,2.96
 A3,2020,35991,Semi-Auto,4433,Petrol,145,2.0,5,7.68,35991.0,34547.47,-1443.53,1443.53,4.01
 A1,2015,9998,Manual,49565,Petrol,30,1.4,10,12.19,9998.0,10604.68,606.68,606.68,6.07
 Q5,2014,25000,Semi-Auto,34503,Diesel,260,3.0,11,9.13,25000.0,20269.54,-4730.46,4730.46,18.92
 A1,2015,14450,Automatic,41996,Petrol,30,1.4,10,12.43,14450.0,11625.18,-2824.82,2824.82,19.55
 A5,2017,23790,Semi-Auto,29668,Petrol,145,2.0,8,10.03,23790.0,21958.37,-1831.63,1831.63,7.7
 A5,2016,16490,Manual,23500,Diesel,125,2.0,9,13.22,16490.0,15474.12,-1015.88,1015.88,6.16
 A4,2017,14400,Automatic,32097,Diesel,145,2.0,8,15.93,14400.0,18122.97,3722.97,3722.97,25.85
 Q7,2020,53900,Semi-Auto,4000,Diesel,145,3.0,5,7.3,53900.0,62156.97,8256.97,8256.97,15.32
 A5,2017,18998,Semi-Auto,28618,Diesel,30,2.0,8,14.8,18998.0,19487.44,489.44,489.44,2.58
 Q3,2018,25050,Semi-Auto,10000,Petrol,145,1.4,7,10.71,25050.0,23721.89,-1328.11,1328.11,5.3
 Q5,2019,35990,Semi-Auto,8186,Petrol,145,2.0,6,7.06,35990.0,37993.76,2003.76,2003.76,5.57
 A5,2019,27761,Semi-Auto,1626,Diesel,145,2.0,6,11.31,27761.0,28562.94,801.94,801.94,2.89
 A6,2015,12498,Semi-Auto,74644,Diesel,20,2.0,10,13.51,12498.0,15310.71,2812.71,2812.71,22.51
 A5,2016,16267,Manual,60431,Diesel,160,2.0,9,11.72,16267.0,15151.08,-1115.92,1115.92,6.86
 Q3,2016,18502,Manual,22406,Diesel,145,2.0,9,11.5,18502.0,16331.49,-2170.51,2170.51,11.73
 Q2,2019,19991,Manual,3358,Petrol,145,1.0,6,10.36,19991.0,20749.54,758.54,758.54,3.79
 A8,2019,48000,Automatic,5900,Diesel,145,3.0,6,11.09,48000.0,41130.75,-6869.25,6869.25,14.31
 Q2,2019,25354,Semi-Auto,1947,Diesel,145,1.6,6,9.85,25354.0,24738.58,-615.42,615.42,2.43
 Q3,2015,14640,Automatic,60889,Diesel,160,2.0,10,11.09,14640.0,15443.49,803.49,803.49,5.49
 Q3,2018,23495,Semi-Auto,11831,Petrol,145,1.4,7,10.54,23495.0,23628.61,133.61,133.61,0.57
 Q3,2020,36790,Automatic,1330,Petrol,145,2.0,5,6.75,36790.0,40190.75,3400.75,3400.75,9.24
 A3,2019,23000,Semi-Auto,13586,Petrol,150,1.5,6,9.28,23000.0,24561.81,1561.81,1561.81,6.79
 Q5,2019,44990,Automatic,10,Diesel,145,2.0,6,7.96,44990.0,37242.6,-7747.4,7747.4,17.22
 A1,2017,13290,Manual,33406,Diesel,145,1.6,8,16.78,13290.0,13503.17,213.17,213.17,1.6
 A4,2020,43750,Automatic,2000,Diesel,145,3.0,5,9.0,43750.0,38444.78,-5305.22,5305.22,12.13
 A3,2006,3880,Manual,87000,Petrol,305,2.0,19,8.07,3880.0,6150.87,2270.87,2270.87,58.53
 A4,2020,30995,Semi-Auto,1600,Petrol,145,2.0,5,9.0,30995.0,36226.77,5231.77,5231.77,16.88
 A4,2019,32750,Semi-Auto,2000,Diesel,145,2.0,6,10.91,32750.0,26317.96,-6432.04,6432.04,19.64
 A5,2020,30990,Automatic,10,Diesel,145,2.0,5,10.36,30990.0,37284.7,6294.7,6294.7,20.31
 A1,2014,13499,Manual,55433,Petrol,200,2.0,11,8.89,13499.0,11124.1,-2374.9,2374.9,17.59
 A1,2015,10498,Manual,31393,Petrol,30,1.4,10,12.67,10498.0,10715.92,217.92,217.92,2.08
 Q2,2020,23888,Semi-Auto,500,Petrol,145,1.5,5,9.28,23888.0,34049.29,10161.29,10161.29,42.54
 Q3,2019,27250,Manual,2485,Petrol,145,1.5,6,8.75,27250.0,26498.9,-751.1,751.1,2.76
 A3,2018,18491,Semi-Auto,22305,Petrol,145,1.5,7,12.43,18491.0,20797.99,2306.99,2306.99,12.48
 A3,2018,18999,Semi-Auto,25559,Petrol,150,1.5,7,12.43,18999.0,20756.81,1757.81,1757.81,9.25
 A4,2017,25950,Semi-Auto,32585,Petrol,240,3.0,8,8.51,25950.0,24888.57,-1061.43,1061.43,4.09
 A1,2019,21350,Automatic,3500,Petrol,145,2.0,6,9.0,21350.0,25773.38,4423.38,4423.38,20.72
 A3,2019,22500,Automatic,8397,Diesel,145,1.6,6,11.72,22500.0,22384.3,-115.7,115.7,0.51
 A4,2018,22650,Semi-Auto,16249,Petrol,145,2.0,7,11.09,22650.0,24153.11,1503.11,1503.11,6.64
 A5,2015,15998,Manual,48853,Diesel,145,2.0,10,12.43,15998.0,13453.38,-2544.62,2544.62,15.91
 A8,2015,19230,Automatic,35361,Diesel,200,3.0,10,10.71,19230.0,22067.91,2837.91,2837.91,14.76
 A6,2019,53939,Semi-Auto,6238,Diesel,145,3.0,6,8.29,53939.0,35363.12,-18575.88,18575.88,34.44
 TT,2017,17799,Manual,12205,Diesel,30,2.0,8,13.81,17799.0,18157.73,358.73,358.73,2.02
 Q2,2019,31490,Semi-Auto,2100,Petrol,145,2.0,6,6.91,31490.0,30379.93,-1110.07,1110.07,3.53
 Q3,2014,12595,Manual,52006,Diesel,145,2.0,11,11.94,12595.0,12697.84,102.84,102.84,0.82
 A5,2019,27490,Automatic,6000,Petrol,145,2.0,6,8.75,27490.0,30582.31,3092.31,3092.31,11.25
 A4,2019,28795,Semi-Auto,5000,Petrol,145,2.0,6,9.28,28795.0,29061.3,266.3,266.3,0.92
 Q3,2019,26990,Manual,5000,Diesel,145,2.0,6,9.41,26990.0,26445.07,-544.93,544.93,2.02
 Q2,2019,19991,Manual,3590,Diesel,145,1.6,6,10.91,19991.0,22151.45,2160.45,2160.45,10.81
 Q3,2019,26073,Manual,4389,Petrol,145,1.5,6,9.0,26073.0,26279.88,206.88,206.88,0.79
 Q3,2015,19750,Automatic,23787,Petrol,205,2.0,10,8.89,19750.0,17608.87,-2141.13,2141.13,10.84
 Q2,2017,20350,Automatic,13671,Petrol,145,1.4,8,11.5,20350.0,18235.07,-2114.93,2114.93,10.39
 Q2,2018,22888,Semi-Auto,14569,Petrol,145,1.4,7,11.5,22888.0,21649.02,-1238.98,1238.98,5.41
 A3,2015,15000,Semi-Auto,40092,Petrol,20,1.4,10,13.22,15000.0,12903.58,-2096.42,2096.42,13.98
 A6,2019,42750,Semi-Auto,1500,Petrol,145,3.0,6,6.91,42750.0,40653.07,-2096.93,2096.93,4.91
 A6,2012,12999,Automatic,54373,Diesel,200,3.0,13,10.54,12999.0,13716.26,717.26,717.26,5.52
 Q7,2020,60950,Automatic,2402,Diesel,145,3.0,5,7.3,60950.0,61584.39,634.39,634.39,1.04
 TT,2018,21491,Manual,6000,Petrol,150,1.8,7,10.36,21491.0,23179.58,1688.58,1688.58,7.86
 A3,2019,20990,Manual,6000,Petrol,145,1.5,6,9.85,20990.0,22484.15,1494.15,1494.15,7.12
 A4,2020,43970,Semi-Auto,3700,Diesel,145,3.0,5,8.62,43970.0,38629.83,-5340.17,5340.17,12.15
 R8,2019,119450,Automatic,3000,Petrol,145,5.2,6,4.71,119450.0,122337.92,2887.92,2887.92,2.42
 A1,2019,20500,Automatic,11295,Petrol,150,1.0,6,10.36,20500.0,19036.47,-1463.53,1463.53,7.14
 A4,2019,27000,Automatic,9000,Diesel,145,2.0,6,10.54,27000.0,25114.94,-1885.06,1885.06,6.98
 Q5,2015,17999,Manual,36435,Diesel,200,2.0,10,10.54,17999.0,16695.85,-1303.15,1303.15,7.24
 Q3,2013,14500,Semi-Auto,45793,Petrol,260,2.0,12,8.07,14500.0,14197.16,-302.84,302.84,2.09
 A3,2016,14299,Automatic,34078,Diesel,125,2.0,9,12.96,14299.0,15227.53,928.53,928.53,6.49
 A6,2016,19495,Semi-Auto,43099,Diesel,145,2.0,9,12.43,19495.0,17846.91,-1648.09,1648.09,8.45
 Q2,2019,25490,Automatic,6000,Petrol,145,1.5,6,9.28,25490.0,26146.14,656.14,656.14,2.57
 A1,2016,9950,Manual,24396,Petrol,0,1.0,9,14.8,9950.0,10358.3,408.3,408.3,4.1
 A6,2019,28990,Semi-Auto,7000,Diesel,150,2.0,6,10.54,28990.0,29134.03,144.03,144.03,0.5
 Q5,2015,15500,Manual,66790,Diesel,205,2.0,10,10.54,15500.0,16523.82,1023.82,1023.82,6.61
 A1,2013,8495,Manual,41762,Diesel,0,1.6,12,16.34,8495.0,7797.22,-697.78,697.78,8.21
 A3,2008,2995,Manual,136000,Diesel,205,2.0,17,10.71,2995.0,6259.56,3264.56,3264.56,109.0
 A5,2014,15450,Semi-Auto,48792,Diesel,125,2.0,11,12.96,15450.0,13354.75,-2095.25,2095.25,13.56
 A3,2017,27490,Automatic,38300,Petrol,145,2.0,8,9.57,27490.0,19443.98,-8046.02,8046.02,29.27
 A5,2019,30500,Semi-Auto,100,Diesel,145,2.0,6,10.91,30500.0,29927.32,-572.68,572.68,1.88
 Q5,2015,18998,Semi-Auto,43979,Diesel,200,2.0,10,10.36,18998.0,18481.38,-516.62,516.62,2.72
 Q3,2019,35995,Manual,5356,Diesel,145,2.0,6,9.0,35995.0,26341.87,-9653.13,9653.13,26.82
 A3,2017,13000,Manual,25720,Diesel,20,2.0,8,15.53,13000.0,15925.16,2925.16,2925.16,22.5
 A4,2016,17490,Manual,40164,Diesel,30,2.0,9,14.8,17490.0,14064.04,-3425.96,3425.96,19.59
 A3,2019,30950,Semi-Auto,50,Petrol,145,2.0,6,7.68,30950.0,30528.21,-421.79,421.79,1.36
 A3,2013,12499,Automatic,31244,Diesel,30,2.0,12,14.12,12499.0,10682.53,-1816.47,1816.47,14.53
 Q3,2019,29000,Automatic,3281,Petrol,145,1.5,6,8.4,29000.0,28717.53,-282.47,282.47,0.97
 A6,2016,19499,Automatic,40984,Diesel,145,2.0,9,12.43,19499.0,17540.17,-1958.83,1958.83,10.05
 A1,2017,16970,Semi-Auto,13458,Petrol,150,1.4,8,12.43,16970.0,16023.91,-946.09,946.09,5.58
 A5,2017,22990,Semi-Auto,28500,Diesel,145,2.0,8,14.45,22990.0,19832.95,-3157.05,3157.05,13.73
 A4,2013,6000,Manual,129680,Diesel,30,2.0,12,14.12,6000.0,9736.3,3736.3,3736.3,62.27
 Q3,2015,17750,Manual,32850,Diesel,160,2.0,10,10.91,17750.0,14286.05,-3463.95,3463.95,19.52
 A3,2017,12995,Manual,23820,Petrol,145,1.0,8,13.22,12995.0,13690.56,695.56,695.56,5.35
 A4,2019,24998,Semi-Auto,12853,Petrol,145,2.0,6,8.4,24998.0,28411.39,3413.39,3413.39,13.65
 A1,2014,10495,Manual,32000,Diesel,0,1.6,11,16.34,10495.0,8701.19,-1793.81,1793.81,17.09
 Q7,2019,55990,Semi-Auto,5050,Diesel,145,3.0,6,9.7,55990.0,51440.31,-4549.69,4549.69,8.13
 Q3,2019,29500,Semi-Auto,5034,Petrol,145,2.0,6,7.15,29500.0,32773.7,3273.7,3273.7,11.1
 Q5,2019,35995,Automatic,7093,Diesel,145,2.0,6,8.4,35995.0,33344.77,-2650.23,2650.23,7.36
 A5,2017,19299,Automatic,38771,Diesel,145,2.0,8,14.8,19299.0,19398.89,99.89,99.89,0.52
 A4,2017,16498,Manual,28801,Petrol,125,2.0,8,10.91,16498.0,18376.12,1878.12,1878.12,11.38
 A3,2017,19082,Manual,6931,Diesel,145,2.0,8,14.45,19082.0,16613.32,-2468.68,2468.68,12.94
 A5,2017,19995,Semi-Auto,54000,Diesel,150,2.0,8,14.8,19995.0,19648.94,-346.06,346.06,1.73
 Q3,2015,14999,Manual,45748,Diesel,160,2.0,10,11.31,14999.0,14234.64,-764.36,764.36,5.1
 TT,2016,19290,Manual,25189,Petrol,150,1.8,9,10.36,19290.0,16866.28,-2423.72,2423.72,12.56
 A3,2019,22910,Automatic,6650,Petrol,145,1.5,6,9.7,22910.0,24478.94,1568.94,1568.94,6.85
 Q5,2020,43900,Semi-Auto,500,Hybrid,135,2.0,5,25.89,43900.0,54946.23,11046.23,11046.23,25.16
 A5,2015,17998,Manual,13312,Diesel,125,2.0,10,12.67,17998.0,13756.07,-4241.93,4241.93,23.57
 A6,2019,49990,Automatic,6000,Diesel,145,3.0,6,7.88,49990.0,34643.11,-15346.89,15346.89,30.7
 Q3,2019,37490,Automatic,1082,Petrol,145,1.5,6,8.4,37490.0,29283.0,-8207.0,8207.0,21.89
 RS4,2014,25975,Manual,60000,Petrol,555,4.2,11,5.81,25975.0,28985.44,3010.44,3010.44,11.59
 A1,2014,15999,Manual,34925,Petrol,235,2.0,11,8.75,15999.0,11226.2,-4772.8,4772.8,29.83
 Q3,2017,18000,Automatic,18153,Petrol,145,1.4,8,10.54,18000.0,19731.13,1731.13,1731.13,9.62
 Q2,2019,28062,Manual,1000,Petrol,145,1.5,6,9.57,28062.0,24762.3,-3299.7,3299.7,11.76
 A1,2017,12495,Manual,20670,Petrol,30,1.4,8,12.67,12495.0,14045.94,1550.94,1550.94,12.41
 A4,2018,18750,Manual,16001,Petrol,145,1.4,7,11.5,18750.0,18552.51,-197.49,197.49,1.05
 Q7,2013,17499,Automatic,69638,Diesel,300,3.0,12,8.62,17499.0,21449.98,3950.98,3950.98,22.58
 A4,2016,15990,Manual,46778,Diesel,30,2.0,9,13.81,15990.0,13965.51,-2024.49,2024.49,12.66
 A8,2020,48490,Semi-Auto,1354,Diesel,145,3.0,5,8.62,48490.0,51816.42,3326.42,3326.42,6.86
 A6,2016,17995,Automatic,49461,Diesel,125,2.0,9,12.67,17995.0,17471.49,-523.51,523.51,2.91
 R8,2016,79900,Semi-Auto,10172,Petrol,570,5.2,9,5.46,79900.0,78310.57,-1589.43,1589.43,1.99
 Q2,2019,26697,Automatic,2466,Diesel,145,2.0,6,10.18,26697.0,26865.25,168.25,168.25,0.63
 Q5,2013,17995,Manual,18330,Diesel,200,2.0,12,10.54,17995.0,13573.14,-4421.86,4421.86,24.57
 TT,2016,16499,Manual,16917,Petrol,145,1.8,9,10.36,16499.0,16977.76,478.76,478.76,2.9
 Q7,2017,49995,Automatic,23437,Diesel,300,4.0,8,8.62,49995.0,41579.52,-8415.48,8415.48,16.83
 A1,2019,17690,Manual,8396,Petrol,150,1.0,6,11.09,17690.0,17601.96,-88.04,88.04,0.5
 A6,2017,31850,Semi-Auto,13449,Diesel,145,3.0,8,9.57,31850.0,25308.99,-6541.01,6541.01,20.54
 A4,2016,15489,Semi-Auto,54697,Diesel,30,2.0,9,14.45,15489.0,15528.16,39.16,39.16,0.25
 Q5,2016,27490,Automatic,74896,Diesel,235,3.0,9,9.28,27490.0,24933.0,-2557.0,2557.0,9.3
 Q3,2014,11500,Manual,73362,Diesel,150,2.0,11,11.94,11500.0,12626.46,1126.46,1126.46,9.8
 A3,2019,31990,Semi-Auto,7898,Petrol,145,2.0,6,7.68,31990.0,27937.33,-4052.67,4052.67,12.67
 A6,2019,25990,Semi-Auto,28950,Diesel,150,2.0,6,11.09,25990.0,28504.73,2514.73,2514.73,9.68
 A3,2017,25400,Semi-Auto,21572,Petrol,150,2.0,8,9.57,25400.0,20010.72,-5389.28,5389.28,21.22
 Q5,2019,34890,Automatic,3704,Diesel,150,2.0,6,8.4,34890.0,33741.82,-1148.18,1148.18,3.29
 A3,2019,24450,Automatic,6500,Petrol,150,1.5,6,9.57,24450.0,24478.77,28.77,28.77,0.12
 A4,2017,17290,Automatic,30364,Diesel,20,2.0,8,14.8,17290.0,17632.24,342.24,342.24,1.98
 A4,2013,8488,Manual,84000,Diesel,30,2.0,12,14.12,8488.0,9810.95,1322.95,1322.95,15.59
 A3,2018,14175,Manual,16680,Petrol,145,1.0,7,13.81,14175.0,16122.55,1947.55,1947.55,13.74
 Q3,2016,21950,Semi-Auto,28987,Petrol,200,2.0,9,8.89,21950.0,20244.36,-1705.64,1705.64,7.77
 Q3,2019,26995,Manual,10300,Petrol,150,1.5,6,8.75,26995.0,25855.27,-1139.73,1139.73,4.22
 A3,2019,21490,Semi-Auto,6874,Petrol,145,1.5,6,9.28,21490.0,24847.59,3357.59,3357.59,15.62
 A5,2020,36312,Semi-Auto,7423,Diesel,145,2.0,5,11.31,36312.0,34043.11,-2268.89,2268.89,6.25
 A1,2017,13222,Manual,16252,Petrol,30,1.4,8,12.19,13222.0,14071.62,849.62,849.62,6.43
 A3,2017,16495,Semi-Auto,35000,Petrol,30,1.4,8,12.43,16495.0,16845.42,350.42,350.42,2.12
 Q3,2017,21490,Semi-Auto,19921,Petrol,145,2.0,8,9.28,21490.0,23367.94,1877.94,1877.94,8.74
 A3,2017,15700,Semi-Auto,26598,Petrol,30,1.4,8,12.96,15700.0,16971.04,1271.04,1271.04,8.1
 Q7,2019,45500,Automatic,11717,Diesel,145,3.0,6,7.3,45500.0,48927.07,3427.07,3427.07,7.53
 Q3,2015,14800,Manual,33000,Diesel,125,2.0,10,13.22,14800.0,14412.72,-387.28,387.28,2.62
 Q8,2019,85900,Semi-Auto,3401,Diesel,150,4.0,6,6.75,85900.0,68479.52,-17420.48,17420.48,20.28
