model,manufactured_year,selling_price,transmission_type,mileage,fuel_type,tax,engine_size,car_age,miles_per_litre,Actual Price,Predicted Price,Error,Absolute Error,Percent Error (%)
 A4,2014,11295,Automatic,107200,Diesel,200,3.0,11,10.54,11295.0,13960.09,2665.09,2665.09,23.6
 Q3,2016,16100,Manual,16666,Diesel,30,2.0,9,13.22,16100.0,16814.49,714.49,714.49,4.44
 A1,2016,11350,Manual,27673,Petrol,0,1.0,9,14.8,11350.0,11153.6,-196.4,196.4,1.73
 TT,2013,9430,Manual,55159,Diesel,160,2.0,12,11.31,9430.0,10015.37,585.37,585.37,6.21
 A5,2019,30719,Semi-Auto,4520,Petrol,145,2.0,6,8.75,30719.0,27790.72,-2928.28,2928.28,9.53
 A3,2019,24485,Manual,4039,Diesel,145,1.6,6,11.31,24485.0,20708.26,-3776.74,3776.74,15.42
 Q5,2016,21440,Semi-Auto,40063,Diesel,200,2.0,9,10.36,21440.0,20705.14,-734.86,734.86,3.43
 A6,2016,15995,Manual,37729,Diesel,30,2.0,9,14.12,15995.0,15863.51,-131.49,131.49,0.82
 Q5,2019,35500,Automatic,8417,Diesel,145,2.0,6,8.4,35500.0,32900.13,-2599.87,2599.87,7.32
 A8,2016,17990,Automatic,70000,Diesel,200,3.0,9,10.54,17990.0,18434.03,444.03,444.03,2.47
 A3,2016,14995,Manual,29775,Petrol,20,1.4,9,13.22,14995.0,14157.71,-837.29,837.29,5.58
 Q5,2017,21750,Semi-Auto,83165,Diesel,150,2.0,8,12.19,21750.0,19373.35,-2376.65,2376.65,10.93
 A7,2013,15440,Automatic,75016,Diesel,200,3.0,12,10.54,15440.0,14568.37,-871.63,871.63,5.65
 A1,2019,18611,Manual,7694,Petrol,150,1.0,6,11.09,18611.0,18332.54,-278.46,278.46,1.5
 Q2,2019,30985,Automatic,2710,Petrol,145,1.5,6,9.0,30985.0,25322.07,-5662.93,5662.93,18.28
 Q3,2019,27490,Manual,8599,Petrol,150,1.5,6,8.75,27490.0,28077.21,587.21,587.21,2.14
 A1,2015,8554,Manual,69888,Diesel,0,1.6,10,17.75,8554.0,8545.22,-8.78,8.78,0.1
 Q3,2019,27990,Semi-Auto,6000,Diesel,145,2.0,6,10.71,27990.0,30208.89,2218.89,2218.89,7.93
 Q3,2017,19995,Manual,21972,Petrol,145,1.4,8,10.91,19995.0,18951.63,-1043.37,1043.37,5.22
 A5,2019,25998,Semi-Auto,23,Petrol,145,2.0,6,8.89,25998.0,25552.1,-445.9,445.9,1.72
 A7,2016,22990,Semi-Auto,26000,Diesel,160,3.0,9,11.5,22990.0,23752.02,762.02,762.02,3.31
 TT,2019,54990,Semi-Auto,3437,Petrol,150,2.5,6,6.62,54990.0,45375.68,-9614.32,9614.32,17.48
 Q3,2019,40995,Automatic,3000,Petrol,145,2.0,6,7.06,40995.0,32039.71,-8955.29,8955.29,21.84
 Q3,2017,16500,Manual,21369,Petrol,125,1.4,8,11.31,16500.0,18238.33,1738.33,1738.33,10.54
 A3,2017,19325,Manual,8014,Petrol,30,1.4,8,12.43,19325.0,16338.53,-2986.47,2986.47,15.45
 A3,2017,10400,Manual,55000,Diesel,0,1.6,8,16.34,10400.0,10809.1,409.1,409.1,3.93
 A3,2017,11495,Manual,51870,Petrol,20,1.4,8,13.81,11495.0,13112.34,1617.34,1617.34,14.07
 A3,2010,4295,Manual,97000,Diesel,20,1.6,15,15.16,4295.0,4991.92,696.92,696.92,16.23
 Q2,2019,22995,Automatic,3800,Diesel,150,1.6,6,10.18,22995.0,23282.76,287.76,287.76,1.25
 A1,2016,14700,Manual,23932,Diesel,20,1.6,9,15.93,14700.0,12538.04,-2161.96,2161.96,14.71
 A4,2017,15999,Manual,28892,Diesel,140,2.0,8,15.53,15999.0,16119.18,120.18,120.18,0.75
 Q2,2020,24825,Manual,6000,Petrol,145,1.5,5,9.57,24825.0,24744.52,-80.48,80.48,0.32
 A1,2016,11990,Manual,43000,Petrol,30,1.4,9,12.96,11990.0,12458.86,468.86,468.86,3.91
 A6,2016,17975,Semi-Auto,50000,Diesel,30,2.0,9,13.51,17975.0,17625.92,-349.08,349.08,1.94
 A3,2019,21288,Manual,4538,Diesel,145,1.6,6,11.31,21288.0,20592.38,-695.62,695.62,3.27
 A3,2016,14551,Automatic,46636,Diesel,125,2.0,9,13.51,14551.0,12857.26,-1693.74,1693.74,11.64
 Q5,2019,33500,Semi-Auto,8566,Diesel,145,2.0,6,8.4,33500.0,33830.83,330.83,330.83,0.99
 A4,2015,11995,Manual,50811,Diesel,20,2.0,10,14.8,11995.0,11947.22,-47.78,47.78,0.4
 A5,2019,28950,Semi-Auto,2866,Petrol,145,2.0,6,8.75,28950.0,27483.1,-1466.9,1466.9,5.07
 A1,2014,11995,Manual,24764,Diesel,0,1.6,11,16.34,11995.0,8971.26,-3023.74,3023.74,25.21
 A1,2017,12000,Manual,22241,Petrol,145,1.0,8,14.8,12000.0,12083.88,83.88,83.88,0.7
 Q3,2016,16800,Manual,40120,Diesel,150,2.0,9,11.5,16800.0,17973.65,1173.65,1173.65,6.99
 A3,2017,16400,Manual,54181,Diesel,145,1.6,8,14.8,16400.0,13482.2,-2917.8,2917.8,17.79
 A3,2016,11500,Manual,36603,Petrol,20,1.4,9,13.22,11500.0,13753.13,2253.13,2253.13,19.59
 Q2,2018,23000,Semi-Auto,17000,Petrol,150,1.4,7,11.5,23000.0,21180.07,-1819.93,1819.93,7.91
 A5,2019,29990,Automatic,10,Diesel,145,2.0,6,11.31,29990.0,28247.71,-1742.29,1742.29,5.81
 Q3,2014,11698,Manual,65959,Diesel,160,2.0,11,10.91,11698.0,12327.9,629.9,629.9,5.38
 Q3,2017,22995,Semi-Auto,17680,Petrol,145,2.0,8,9.28,22995.0,24600.92,1605.92,1605.92,6.98
 A3,2015,11000,Automatic,38689,Diesel,20,1.6,10,15.93,11000.0,11842.88,842.88,842.88,7.66
 A3,2016,15499,Automatic,48573,Hybrid,0,1.4,9,38.85,15499.0,12359.16,-3139.84,3139.84,20.26
 Q5,2019,35490,Semi-Auto,5000,Diesel,145,2.0,6,8.4,35490.0,35297.67,-192.33,192.33,0.54
 A5,2017,24990,Automatic,33000,Diesel,150,2.0,8,13.81,24990.0,20873.44,-4116.56,4116.56,16.47
 Q3,2014,15490,Manual,49268,Petrol,235,2.0,11,8.51,15490.0,15393.37,-96.63,96.63,0.62
 Q2,2019,23995,Manual,4430,Petrol,145,1.5,6,9.0,23995.0,23872.76,-122.24,122.24,0.51
 Q5,2011,11795,Manual,66229,Diesel,200,2.0,14,9.26,11795.0,10522.93,-1272.07,1272.07,10.78
 Q3,2014,10990,Manual,62926,Diesel,160,2.0,11,10.91,10990.0,12505.9,1515.9,1515.9,13.79
 A3,2016,16998,Semi-Auto,32002,Diesel,30,2.0,9,13.51,16998.0,15486.91,-1511.09,1511.09,8.89
 A3,2017,18950,Manual,14644,Petrol,145,1.5,8,11.94,18950.0,17302.2,-1647.8,1647.8,8.7
 A4,2019,22690,Manual,6995,Petrol,145,2.0,6,8.62,22690.0,22974.11,284.11,284.11,1.25
 A6,2018,22000,Automatic,16000,Petrol,150,2.0,7,9.28,22000.0,25000.18,3000.18,3000.18,13.64
 A1,2012,10790,Automatic,27280,Petrol,145,1.4,13,10.54,10790.0,9099.23,-1690.77,1690.77,15.67
 Q3,2019,27950,Manual,2506,Petrol,145,1.5,6,9.0,27950.0,26782.48,-1167.52,1167.52,4.18
 A4,2019,27495,Semi-Auto,3000,Petrol,145,2.0,6,8.51,27495.0,27976.28,481.28,481.28,1.75
 Q7,2020,82995,Semi-Auto,826,Diesel,145,4.0,5,6.47,82995.0,74096.82,-8898.18,8898.18,10.72
 A4,2016,12170,Manual,29825,Petrol,125,1.4,9,11.72,12170.0,12677.12,507.12,507.12,4.17
 A1,2019,22450,Semi-Auto,8078,Petrol,145,1.0,6,10.36,22450.0,21127.84,-1322.16,1322.16,5.89
 A1,2016,14995,Semi-Auto,19158,Petrol,30,1.4,9,12.67,14995.0,13385.71,-1609.29,1609.29,10.73
 A1,2015,12798,Manual,26811,Petrol,30,1.4,10,12.96,12798.0,11937.26,-860.74,860.74,6.73
 Q3,2016,18990,Semi-Auto,9106,Diesel,145,2.0,9,11.31,18990.0,22655.89,3665.89,3665.89,19.3
 A3,2020,35991,Semi-Auto,4433,Petrol,145,2.0,5,7.68,35991.0,31892.22,-4098.78,4098.78,11.39
 A1,2015,9998,Manual,49565,Petrol,30,1.4,10,12.19,9998.0,10715.29,717.29,717.29,7.17
 Q5,2014,25000,Semi-Auto,34503,Diesel,260,3.0,11,9.13,25000.0,22921.84,-2078.16,2078.16,8.31
 A1,2015,14450,Automatic,41996,Petrol,30,1.4,10,12.43,14450.0,11930.04,-2519.96,2519.96,17.44
 A5,2017,23790,Semi-Auto,29668,Petrol,145,2.0,8,10.03,23790.0,20968.95,-2821.05,2821.05,11.86
 A5,2016,16490,Manual,23500,Diesel,125,2.0,9,13.22,16490.0,17906.25,1416.25,1416.25,8.59
 A4,2017,14400,Automatic,32097,Diesel,145,2.0,8,15.93,14400.0,16932.4,2532.4,2532.4,17.59
 Q7,2020,53900,Semi-Auto,4000,Diesel,145,3.0,5,7.3,53900.0,53266.24,-633.76,633.76,1.18
 A5,2017,18998,Semi-Auto,28618,Diesel,30,2.0,8,14.8,18998.0,19657.44,659.44,659.44,3.47
 Q3,2018,25050,Semi-Auto,10000,Petrol,145,1.4,7,10.71,25050.0,24903.33,-146.67,146.67,0.59
 Q5,2019,35990,Semi-Auto,8186,Petrol,145,2.0,6,7.06,35990.0,35442.72,-547.28,547.28,1.52
 A5,2019,27761,Semi-Auto,1626,Diesel,145,2.0,6,11.31,27761.0,28157.23,396.23,396.23,1.43
 A6,2015,12498,Semi-Auto,74644,Diesel,20,2.0,10,13.51,12498.0,13128.58,630.58,630.58,5.05
 A5,2016,16267,Manual,60431,Diesel,160,2.0,9,11.72,16267.0,15631.05,-635.95,635.95,3.91
 Q3,2016,18502,Manual,22406,Diesel,145,2.0,9,11.5,18502.0,19043.82,541.82,541.82,2.93
 Q2,2019,19991,Manual,3358,Petrol,145,1.0,6,10.36,19991.0,20360.65,369.65,369.65,1.85
 A8,2019,48000,Automatic,5900,Diesel,145,3.0,6,11.09,48000.0,40309.19,-7690.81,7690.81,16.02
 Q2,2019,25354,Semi-Auto,1947,Diesel,145,1.6,6,9.85,25354.0,23419.08,-1934.92,1934.92,7.63
 Q3,2015,14640,Automatic,60889,Diesel,160,2.0,10,11.09,14640.0,15068.63,428.63,428.63,2.93
 Q3,2018,23495,Semi-Auto,11831,Petrol,145,1.4,7,10.54,23495.0,25180.56,1685.56,1685.56,7.17
 Q3,2020,36790,Automatic,1330,Petrol,145,2.0,5,6.75,36790.0,37300.0,510.0,510.0,1.39
 A3,2019,23000,Semi-Auto,13586,Petrol,150,1.5,6,9.28,23000.0,22920.6,-79.4,79.4,0.35
 Q5,2019,44990,Automatic,10,Diesel,145,2.0,6,7.96,44990.0,36921.06,-8068.94,8068.94,17.93
 A1,2017,13290,Manual,33406,Diesel,145,1.6,8,16.78,13290.0,13182.4,-107.6,107.6,0.81
 A4,2020,43750,Automatic,2000,Diesel,145,3.0,5,9.0,43750.0,46266.99,2516.99,2516.99,5.75
 A3,2006,3880,Manual,87000,Petrol,305,2.0,19,8.07,3880.0,3363.12,-516.88,516.88,13.32
 A4,2020,30995,Semi-Auto,1600,Petrol,145,2.0,5,9.0,30995.0,28869.3,-2125.7,2125.7,6.86
 A4,2019,32750,Semi-Auto,2000,Diesel,145,2.0,6,10.91,32750.0,28996.43,-3753.57,3753.57,11.46
 A5,2020,30990,Automatic,10,Diesel,145,2.0,5,10.36,30990.0,32540.0,1550.0,1550.0,5.0
 A1,2014,13499,Manual,55433,Petrol,200,2.0,11,8.89,13499.0,10563.56,-2935.44,2935.44,21.75
 A1,2015,10498,Manual,31393,Petrol,30,1.4,10,12.67,10498.0,11594.29,1096.29,1096.29,10.44
 Q2,2020,23888,Semi-Auto,500,Petrol,145,1.5,5,9.28,23888.0,25182.31,1294.31,1294.31,5.42
 Q3,2019,27250,Manual,2485,Petrol,145,1.5,6,8.75,27250.0,27945.19,695.19,695.19,2.55
 A3,2018,18491,Semi-Auto,22305,Petrol,145,1.5,7,12.43,18491.0,20232.9,1741.9,1741.9,9.42
 A3,2018,18999,Semi-Auto,25559,Petrol,150,1.5,7,12.43,18999.0,19917.26,918.26,918.26,4.83
 A4,2017,25950,Semi-Auto,32585,Petrol,240,3.0,8,8.51,25950.0,25117.48,-832.52,832.52,3.21
 A1,2019,21350,Automatic,3500,Petrol,145,2.0,6,9.0,21350.0,21930.7,580.7,580.7,2.72
 A3,2019,22500,Automatic,8397,Diesel,145,1.6,6,11.72,22500.0,21802.14,-697.86,697.86,3.1
 A4,2018,22650,Semi-Auto,16249,Petrol,145,2.0,7,11.09,22650.0,20907.58,-1742.42,1742.42,7.69
 A5,2015,15998,Manual,48853,Diesel,145,2.0,10,12.43,15998.0,13649.03,-2348.97,2348.97,14.68
 A8,2015,19230,Automatic,35361,Diesel,200,3.0,10,10.71,19230.0,20440.35,1210.35,1210.35,6.29
 A6,2019,53939,Semi-Auto,6238,Diesel,145,3.0,6,8.29,53939.0,40591.81,-13347.19,13347.19,24.74
 TT,2017,17799,Manual,12205,Diesel,30,2.0,8,13.81,17799.0,18127.35,328.35,328.35,1.84
 Q2,2019,31490,Semi-Auto,2100,Petrol,145,2.0,6,6.91,31490.0,30833.86,-656.14,656.14,2.08
 Q3,2014,12595,Manual,52006,Diesel,145,2.0,11,11.94,12595.0,12764.88,169.88,169.88,1.35
 A5,2019,27490,Automatic,6000,Petrol,145,2.0,6,8.75,27490.0,28367.26,877.26,877.26,3.19
 A4,2019,28795,Semi-Auto,5000,Petrol,145,2.0,6,9.28,28795.0,24837.94,-3957.06,3957.06,13.74
 Q3,2019,26990,Manual,5000,Diesel,145,2.0,6,9.41,26990.0,28903.14,1913.14,1913.14,7.09
 Q2,2019,19991,Manual,3590,Diesel,145,1.6,6,10.91,19991.0,20729.82,738.82,738.82,3.7
 Q3,2019,26073,Manual,4389,Petrol,145,1.5,6,9.0,26073.0,26492.34,419.34,419.34,1.61
 Q3,2015,19750,Automatic,23787,Petrol,205,2.0,10,8.89,19750.0,19625.28,-124.72,124.72,0.63
 Q2,2017,20350,Automatic,13671,Petrol,145,1.4,8,11.5,20350.0,20411.24,61.24,61.24,0.3
 Q2,2018,22888,Semi-Auto,14569,Petrol,145,1.4,7,11.5,22888.0,21457.4,-1430.6,1430.6,6.25
 A3,2015,15000,Semi-Auto,40092,Petrol,20,1.4,10,13.22,15000.0,13333.84,-1666.16,1666.16,11.11
 A6,2019,42750,Semi-Auto,1500,Petrol,145,3.0,6,6.91,42750.0,34535.86,-8214.14,8214.14,19.21
 A6,2012,12999,Automatic,54373,Diesel,200,3.0,13,10.54,12999.0,12039.48,-959.52,959.52,7.38
 Q7,2020,60950,Automatic,2402,Diesel,145,3.0,5,7.3,60950.0,56913.34,-4036.66,4036.66,6.62
 TT,2018,21491,Manual,6000,Petrol,150,1.8,7,10.36,21491.0,18751.95,-2739.05,2739.05,12.75
 A3,2019,20990,Manual,6000,Petrol,145,1.5,6,9.85,20990.0,20529.36,-460.64,460.64,2.19
 A4,2020,43970,Semi-Auto,3700,Diesel,145,3.0,5,8.62,43970.0,43966.08,-3.92,3.92,0.01
 R8,2019,119450,Automatic,3000,Petrol,145,5.2,6,4.71,119450.0,112266.34,-7183.66,7183.66,6.01
 A1,2019,20500,Automatic,11295,Petrol,150,1.0,6,10.36,20500.0,18669.3,-1830.7,1830.7,8.93
 A4,2019,27000,Automatic,9000,Diesel,145,2.0,6,10.54,27000.0,26430.08,-569.92,569.92,2.11
 Q5,2015,17999,Manual,36435,Diesel,200,2.0,10,10.54,17999.0,17318.52,-680.48,680.48,3.78
 Q3,2013,14500,Semi-Auto,45793,Petrol,260,2.0,12,8.07,14500.0,15185.11,685.11,685.11,4.72
 A3,2016,14299,Automatic,34078,Diesel,125,2.0,9,12.96,14299.0,15371.42,1072.42,1072.42,7.5
 A6,2016,19495,Semi-Auto,43099,Diesel,145,2.0,9,12.43,19495.0,19775.19,280.19,280.19,1.44
 Q2,2019,25490,Automatic,6000,Petrol,145,1.5,6,9.28,25490.0,24796.87,-693.13,693.13,2.72
 A1,2016,9950,Manual,24396,Petrol,0,1.0,9,14.8,9950.0,11300.87,1350.87,1350.87,13.58
 A6,2019,28990,Semi-Auto,7000,Diesel,150,2.0,6,10.54,28990.0,31921.12,2931.12,2931.12,10.11
 Q5,2015,15500,Manual,66790,Diesel,205,2.0,10,10.54,15500.0,15173.7,-326.3,326.3,2.11
 A1,2013,8495,Manual,41762,Diesel,0,1.6,12,16.34,8495.0,7933.6,-561.4,561.4,6.61
 A3,2008,2995,Manual,136000,Diesel,205,2.0,17,10.71,2995.0,3194.92,199.92,199.92,6.68
 A5,2014,15450,Semi-Auto,48792,Diesel,125,2.0,11,12.96,15450.0,12850.96,-2599.04,2599.04,16.82
 A3,2017,27490,Automatic,38300,Petrol,145,2.0,8,9.57,27490.0,20841.27,-6648.73,6648.73,24.19
 A5,2019,30500,Semi-Auto,100,Diesel,145,2.0,6,10.91,30500.0,27370.26,-3129.74,3129.74,10.26
 Q5,2015,18998,Semi-Auto,43979,Diesel,200,2.0,10,10.36,18998.0,18673.6,-324.4,324.4,1.71
 Q3,2019,35995,Manual,5356,Diesel,145,2.0,6,9.0,35995.0,28754.45,-7240.55,7240.55,20.12
 A3,2017,13000,Manual,25720,Diesel,20,2.0,8,15.53,13000.0,14255.62,1255.62,1255.62,9.66
 A4,2016,17490,Manual,40164,Diesel,30,2.0,9,14.8,17490.0,15147.69,-2342.31,2342.31,13.39
 A3,2019,30950,Semi-Auto,50,Petrol,145,2.0,6,7.68,30950.0,38101.66,7151.66,7151.66,23.11
 A3,2013,12499,Automatic,31244,Diesel,30,2.0,12,14.12,12499.0,12183.96,-315.04,315.04,2.52
 Q3,2019,29000,Automatic,3281,Petrol,145,1.5,6,8.4,29000.0,28085.89,-914.11,914.11,3.15
 A6,2016,19499,Automatic,40984,Diesel,145,2.0,9,12.43,19499.0,19511.45,12.45,12.45,0.06
 A1,2017,16970,Semi-Auto,13458,Petrol,150,1.4,8,12.43,16970.0,15914.64,-1055.36,1055.36,6.22
 A5,2017,22990,Semi-Auto,28500,Diesel,145,2.0,8,14.45,22990.0,21431.97,-1558.03,1558.03,6.78
 A4,2013,6000,Manual,129680,Diesel,30,2.0,12,14.12,6000.0,7305.87,1305.87,1305.87,21.76
 Q3,2015,17750,Manual,32850,Diesel,160,2.0,10,10.91,17750.0,17512.88,-237.12,237.12,1.34
 A3,2017,12995,Manual,23820,Petrol,145,1.0,8,13.22,12995.0,13763.89,768.89,768.89,5.92
 A4,2019,24998,Semi-Auto,12853,Petrol,145,2.0,6,8.4,24998.0,24407.95,-590.05,590.05,2.36
 A1,2014,10495,Manual,32000,Diesel,0,1.6,11,16.34,10495.0,8671.03,-1823.97,1823.97,17.38
 Q7,2019,55990,Semi-Auto,5050,Diesel,145,3.0,6,9.7,55990.0,44255.22,-11734.78,11734.78,20.96
 Q3,2019,29500,Semi-Auto,5034,Petrol,145,2.0,6,7.15,29500.0,33166.27,3666.27,3666.27,12.43
 Q5,2019,35995,Automatic,7093,Diesel,145,2.0,6,8.4,35995.0,33731.28,-2263.72,2263.72,6.29
 A5,2017,19299,Automatic,38771,Diesel,145,2.0,8,14.8,19299.0,19577.77,278.77,278.77,1.44
 A4,2017,16498,Manual,28801,Petrol,125,2.0,8,10.91,16498.0,15894.49,-603.51,603.51,3.66
 A3,2017,19082,Manual,6931,Diesel,145,2.0,8,14.45,19082.0,18565.46,-516.54,516.54,2.71
 A5,2017,19995,Semi-Auto,54000,Diesel,150,2.0,8,14.8,19995.0,19064.35,-930.65,930.65,4.65
 Q3,2015,14999,Manual,45748,Diesel,160,2.0,10,11.31,14999.0,15729.18,730.18,730.18,4.87
 TT,2016,19290,Manual,25189,Petrol,150,1.8,9,10.36,19290.0,16592.2,-2697.8,2697.8,13.99
 A3,2019,22910,Automatic,6650,Petrol,145,1.5,6,9.7,22910.0,22818.07,-91.93,91.93,0.4
 Q5,2020,43900,Semi-Auto,500,Hybrid,135,2.0,5,25.89,43900.0,41675.65,-2224.35,2224.35,5.07
 A5,2015,17998,Manual,13312,Diesel,125,2.0,10,12.67,17998.0,19314.22,1316.22,1316.22,7.31
 A6,2019,49990,Automatic,6000,Diesel,145,3.0,6,7.88,49990.0,44244.74,-5745.26,5745.26,11.49
 Q3,2019,37490,Automatic,1082,Petrol,145,1.5,6,8.4,37490.0,27984.29,-9505.71,9505.71,25.36
 RS4,2014,25975,Manual,60000,Petrol,555,4.2,11,5.81,25975.0,37717.02,11742.02,11742.02,45.21
 A1,2014,15999,Manual,34925,Petrol,235,2.0,11,8.75,15999.0,12202.84,-3796.16,3796.16,23.73
 Q3,2017,18000,Automatic,18153,Petrol,145,1.4,8,10.54,18000.0,20910.2,2910.2,2910.2,16.17
 Q2,2019,28062,Manual,1000,Petrol,145,1.5,6,9.57,28062.0,22771.98,-5290.02,5290.02,18.85
 A1,2017,12495,Manual,20670,Petrol,30,1.4,8,12.67,12495.0,13758.7,1263.7,1263.7,10.11
 A4,2018,18750,Manual,16001,Petrol,145,1.4,7,11.5,18750.0,18148.45,-601.55,601.55,3.21
 Q7,2013,17499,Automatic,69638,Diesel,300,3.0,12,8.62,17499.0,18091.26,592.26,592.26,3.38
 A4,2016,15990,Manual,46778,Diesel,30,2.0,9,13.81,15990.0,14507.44,-1482.56,1482.56,9.27
 A8,2020,48490,Semi-Auto,1354,Diesel,145,3.0,5,8.62,48490.0,50385.74,1895.74,1895.74,3.91
 A6,2016,17995,Automatic,49461,Diesel,125,2.0,9,12.67,17995.0,18755.57,760.57,760.57,4.23
 R8,2016,79900,Semi-Auto,10172,Petrol,570,5.2,9,5.46,79900.0,69721.47,-10178.53,10178.53,12.74
 Q2,2019,26697,Automatic,2466,Diesel,145,2.0,6,10.18,26697.0,23928.35,-2768.65,2768.65,10.37
 Q5,2013,17995,Manual,18330,Diesel,200,2.0,12,10.54,17995.0,17720.48,-274.52,274.52,1.53
 TT,2016,16499,Manual,16917,Petrol,145,1.8,9,10.36,16499.0,16995.94,496.94,496.94,3.01
 Q7,2017,49995,Automatic,23437,Diesel,300,4.0,8,8.62,49995.0,51592.72,1597.72,1597.72,3.2
 A1,2019,17690,Manual,8396,Petrol,150,1.0,6,11.09,17690.0,18121.71,431.71,431.71,2.44
 A6,2017,31850,Semi-Auto,13449,Diesel,145,3.0,8,9.57,31850.0,29143.84,-2706.16,2706.16,8.5
 A4,2016,15489,Semi-Auto,54697,Diesel,30,2.0,9,14.45,15489.0,15617.79,128.79,128.79,0.83
 Q5,2016,27490,Automatic,74896,Diesel,235,3.0,9,9.28,27490.0,23511.59,-3978.41,3978.41,14.47
 Q3,2014,11500,Manual,73362,Diesel,150,2.0,11,11.94,11500.0,11605.47,105.47,105.47,0.92
 A3,2019,31990,Semi-Auto,7898,Petrol,145,2.0,6,7.68,31990.0,30699.14,-1290.86,1290.86,4.04
 A6,2019,25990,Semi-Auto,28950,Diesel,150,2.0,6,11.09,25990.0,26614.78,624.78,624.78,2.4
 A3,2017,25400,Semi-Auto,21572,Petrol,150,2.0,8,9.57,25400.0,23646.99,-1753.01,1753.01,6.9
 Q5,2019,34890,Automatic,3704,Diesel,150,2.0,6,8.4,34890.0,34343.48,-546.52,546.52,1.57
 A3,2019,24450,Automatic,6500,Petrol,150,1.5,6,9.57,24450.0,23060.93,-1389.07,1389.07,5.68
 A4,2017,17290,Automatic,30364,Diesel,20,2.0,8,14.8,17290.0,17377.32,87.32,87.32,0.51
 A4,2013,8488,Manual,84000,Diesel,30,2.0,12,14.12,8488.0,8483.47,-4.53,4.53,0.05
 A3,2018,14175,Manual,16680,Petrol,145,1.0,7,13.81,14175.0,15562.06,1387.06,1387.06,9.79
 Q3,2016,21950,Semi-Auto,28987,Petrol,200,2.0,9,8.89,21950.0,21710.05,-239.95,239.95,1.09
 Q3,2019,26995,Manual,10300,Petrol,150,1.5,6,8.75,26995.0,27365.17,370.17,370.17,1.37
 A3,2019,21490,Semi-Auto,6874,Petrol,145,1.5,6,9.28,21490.0,23855.23,2365.23,2365.23,11.01
 A5,2020,36312,Semi-Auto,7423,Diesel,145,2.0,5,11.31,36312.0,30003.08,-6308.92,6308.92,17.37
 A1,2017,13222,Manual,16252,Petrol,30,1.4,8,12.19,13222.0,13711.13,489.13,489.13,3.7
 A3,2017,16495,Semi-Auto,35000,Petrol,30,1.4,8,12.43,16495.0,17591.74,1096.74,1096.74,6.65
 Q3,2017,21490,Semi-Auto,19921,Petrol,145,2.0,8,9.28,21490.0,24366.43,2876.43,2876.43,13.38
 A3,2017,15700,Semi-Auto,26598,Petrol,30,1.4,8,12.96,15700.0,17612.78,1912.78,1912.78,12.18
 Q7,2019,45500,Automatic,11717,Diesel,145,3.0,6,7.3,45500.0,47084.07,1584.07,1584.07,3.48
 Q3,2015,14800,Manual,33000,Diesel,125,2.0,10,13.22,14800.0,15030.79,230.79,230.79,1.56
 Q8,2019,85900,Semi-Auto,3401,Diesel,150,4.0,6,6.75,85900.0,74356.06,-11543.94,11543.94,13.44
 TT,2020,28490,Automatic,80,Petrol,145,2.0,5,8.51,28490.0,31320.36,2830.36,2830.36,9.93
 Q3,2019,25000,Manual,3103,Petrol,145,1.5,6,9.0,25000.0,26534.54,1534.54,1534.54,6.14
 A1,2019,21000,Automatic,4849,Petrol,145,1.0,6,10.36,21000.0,20383.66,-616.34,616.34,2.93
 Q3,2019,34256,Automatic,3662,Petrol,145,1.5,6,8.18,34256.0,28796.35,-5459.65,5459.65,15.94
 A1,2016,9500,Manual,37008,Diesel,0,1.6,9,16.78,9500.0,10064.55,564.55,564.55,5.94
 A6,2016,19395,Semi-Auto,27764,Diesel,30,2.0,9,13.51,19395.0,19014.24,-380.76,380.76,1.96
 Q3,2016,16150,Manual,14997,Petrol,125,1.4,9,11.09,16150.0,18039.52,1889.52,1889.52,11.7
 TT,2017,16991,Manual,38083,Petrol,150,1.8,8,10.36,16991.0,16892.64,-98.36,98.36,0.58
 A3,2008,4590,Manual,93000,Petrol,160,1.4,17,9.57,4590.0,4032.54,-557.46,557.46,12.15
 Q2,2018,18490,Manual,18148,Petrol,150,1.4,7,11.5,18490.0,18679.79,189.79,189.79,1.03
 A6,2019,31985,Semi-Auto,2811,Diesel,145,2.0,6,10.54,31985.0,32868.61,883.61,883.61,2.76
 A1,2015,11230,Manual,37081,Petrol,30,1.4,10,12.43,11230.0,11234.23,4.23,4.23,0.04
 A6,2019,31000,Automatic,5000,Diesel,145,2.0,6,10.54,31000.0,30623.9,-376.1,376.1,1.21
 A6,2014,10100,Semi-Auto,64460,Diesel,30,2.0,11,14.12,10100.0,13411.68,3311.68,3311.68,32.79
 RS4,2014,26490,Semi-Auto,58460,Petrol,555,4.2,11,5.81,26490.0,22064.76,-4425.24,4425.24,16.71
 A4,2017,16036,Automatic,41982,Diesel,145,2.0,8,15.53,16036.0,16491.67,455.67,455.67,2.84
 A1,2018,15290,Manual,21633,Petrol,150,1.0,7,10.54,15290.0,14864.21,-425.79,425.79,2.78
 Q3,2016,18000,Automatic,33124,Diesel,160,2.0,9,11.09,18000.0,18822.8,822.8,822.8,4.57
 A1,2017,9950,Manual,54837,Petrol,0,1.0,8,14.8,9950.0,10384.45,434.45,434.45,4.37
 A1,2017,14695,Automatic,3000,Petrol,20,1.0,8,14.12,14695.0,15073.79,378.79,378.79,2.58
 Q3,2017,19998,Manual,15449,Petrol,145,1.4,8,10.91,19998.0,19871.04,-126.96,126.96,0.63
