model,manufactured_year,selling_price,transmission_type,mileage,fuel_type,tax,engine_size,car_age,miles_per_litre,Actual Price,Predicted Price,Error,Absolute Error,Percent Error (%)
 TT,2013,9430,Manual,55159,Diesel,160,2.0,12,11.31,9430.0,10558.46,1128.46,1128.46,11.97
 A5,2019,30719,Semi-Auto,4520,Petrol,145,2.0,6,8.75,30719.0,28733.72,-1985.28,1985.28,6.46
 A3,2019,24485,Manual,4039,Diesel,145,1.6,6,11.31,24485.0,20776.98,-3708.02,3708.02,15.14
 Q5,2016,21440,Semi-Auto,40063,Diesel,200,2.0,9,10.36,21440.0,20333.6,-1106.4,1106.4,5.16
 A6,2016,15995,Manual,37729,Diesel,30,2.0,9,14.12,15995.0,16343.97,348.97,348.97,2.18
 Q5,2019,35500,Automatic,8417,Diesel,145,2.0,6,8.4,35500.0,33179.63,-2320.37,2320.37,6.54
 A8,2016,17990,Automatic,70000,Diesel,200,3.0,9,10.54,17990.0,20378.25,2388.25,2388.25,13.28
 A3,2016,14995,Manual,29775,Petrol,20,1.4,9,13.22,14995.0,14194.97,-800.03,800.03,5.34
 Q5,2017,21750,Semi-Auto,83165,Diesel,150,2.0,8,12.19,21750.0,22450.42,700.42,700.42,3.22
 A7,2013,15440,Automatic,75016,Diesel,200,3.0,12,10.54,15440.0,15030.69,-409.31,409.31,2.65
 A1,2019,18611,Manual,7694,Petrol,150,1.0,6,11.09,18611.0,18176.95,-434.05,434.05,2.33
 Q2,2019,30985,Automatic,2710,Petrol,145,1.5,6,9.0,30985.0,25295.2,-5689.8,5689.8,18.36
 Q3,2019,27490,Manual,8599,Petrol,150,1.5,6,8.75,27490.0,25871.52,-1618.48,1618.48,5.89
 A1,2015,8554,Manual,69888,Diesel,0,1.6,10,17.75,8554.0,9539.15,985.15,985.15,11.52
 Q3,2019,27990,Semi-Auto,6000,Diesel,145,2.0,6,10.71,27990.0,28963.94,973.94,973.94,3.48
 Q3,2017,19995,Manual,21972,Petrol,145,1.4,8,10.91,19995.0,18061.51,-1933.49,1933.49,9.67
 A5,2019,25998,Semi-Auto,23,Petrol,145,2.0,6,8.89,25998.0,29883.06,3885.06,3885.06,14.94
 A7,2016,22990,Semi-Auto,26000,Diesel,160,3.0,9,11.5,22990.0,25131.17,2141.17,2141.17,9.31
 TT,2019,54990,Semi-Auto,3437,Petrol,150,2.5,6,6.62,54990.0,40683.21,-14306.79,14306.79,26.02
 Q3,2019,40995,Automatic,3000,Petrol,145,2.0,6,7.06,40995.0,31564.54,-9430.46,9430.46,23.0
 Q3,2017,16500,Manual,21369,Petrol,125,1.4,8,11.31,16500.0,17877.03,1377.03,1377.03,8.35
 A3,2017,19325,Manual,8014,Petrol,30,1.4,8,12.43,19325.0,15713.28,-3611.72,3611.72,18.69
 A3,2017,10400,Manual,55000,Diesel,0,1.6,8,16.34,10400.0,12162.16,1762.16,1762.16,16.94
 A3,2017,11495,Manual,51870,Petrol,20,1.4,8,13.81,11495.0,14269.9,2774.9,2774.9,24.14
 A3,2010,4295,Manual,97000,Diesel,20,1.6,15,15.16,4295.0,5542.51,1247.51,1247.51,29.05
 Q2,2019,22995,Automatic,3800,Diesel,150,1.6,6,10.18,22995.0,23125.67,130.67,130.67,0.57
 A1,2016,14700,Manual,23932,Diesel,20,1.6,9,15.93,14700.0,12723.98,-1976.02,1976.02,13.44
 A4,2017,15999,Manual,28892,Diesel,140,2.0,8,15.53,15999.0,16563.14,564.14,564.14,3.53
 Q2,2020,24825,Manual,6000,Petrol,145,1.5,5,9.57,24825.0,24571.18,-253.82,253.82,1.02
 A1,2016,11990,Manual,43000,Petrol,30,1.4,9,12.96,11990.0,12037.47,47.47,47.47,0.4
 A6,2016,17975,Semi-Auto,50000,Diesel,30,2.0,9,13.51,17975.0,17577.09,-397.91,397.91,2.21
 A3,2019,21288,Manual,4538,Diesel,145,1.6,6,11.31,21288.0,20641.49,-646.51,646.51,3.04
 A3,2016,14551,Automatic,46636,Diesel,125,2.0,9,13.51,14551.0,15336.03,785.03,785.03,5.4
 Q5,2019,33500,Semi-Auto,8566,Diesel,145,2.0,6,8.4,33500.0,33593.44,93.44,93.44,0.28
 A4,2015,11995,Manual,50811,Diesel,20,2.0,10,14.8,11995.0,12573.88,578.88,578.88,4.83
 A5,2019,28950,Semi-Auto,2866,Petrol,145,2.0,6,8.75,28950.0,28797.85,-152.15,152.15,0.53
 A1,2014,11995,Manual,24764,Diesel,0,1.6,11,16.34,11995.0,9394.1,-2600.9,2600.9,21.68
 A1,2017,12000,Manual,22241,Petrol,145,1.0,8,14.8,12000.0,12335.15,335.15,335.15,2.79
 Q3,2016,16800,Manual,40120,Diesel,150,2.0,9,11.5,16800.0,16896.69,96.69,96.69,0.58
 A3,2017,16400,Manual,54181,Diesel,145,1.6,8,14.8,16400.0,13392.34,-3007.66,3007.66,18.34
 A3,2016,11500,Manual,36603,Petrol,20,1.4,9,13.22,11500.0,13946.66,2446.66,2446.66,21.28
 Q2,2018,23000,Semi-Auto,17000,Petrol,150,1.4,7,11.5,23000.0,21310.21,-1689.79,1689.79,7.35
 A5,2019,29990,Automatic,10,Diesel,145,2.0,6,11.31,29990.0,30134.1,144.1,144.1,0.48
 Q3,2014,11698,Manual,65959,Diesel,160,2.0,11,10.91,11698.0,12247.73,549.73,549.73,4.7
 Q3,2017,22995,Semi-Auto,17680,Petrol,145,2.0,8,9.28,22995.0,23747.33,752.33,752.33,3.27
 A3,2015,11000,Automatic,38689,Diesel,20,1.6,10,15.93,11000.0,12410.5,1410.5,1410.5,12.82
 A3,2016,15499,Automatic,48573,Hybrid,0,1.4,9,38.85,15499.0,13205.47,-2293.53,2293.53,14.8
 Q5,2019,35490,Semi-Auto,5000,Diesel,145,2.0,6,8.4,35490.0,34174.89,-1315.11,1315.11,3.71
 A5,2017,24990,Automatic,33000,Diesel,150,2.0,8,13.81,24990.0,19893.77,-5096.23,5096.23,20.39
 Q3,2014,15490,Manual,49268,Petrol,235,2.0,11,8.51,15490.0,14653.64,-836.36,836.36,5.4
 Q2,2019,23995,Manual,4430,Petrol,145,1.5,6,9.0,23995.0,23062.03,-932.97,932.97,3.89
 Q5,2011,11795,Manual,66229,Diesel,200,2.0,14,9.26,11795.0,10095.59,-1699.41,1699.41,14.41
 Q3,2014,10990,Manual,62926,Diesel,160,2.0,11,10.91,10990.0,12388.84,1398.84,1398.84,12.73
 A3,2016,16998,Semi-Auto,32002,Diesel,30,2.0,9,13.51,16998.0,15592.48,-1405.52,1405.52,8.27
 A3,2017,18950,Manual,14644,Petrol,145,1.5,8,11.94,18950.0,16948.92,-2001.08,2001.08,10.56
 A4,2019,22690,Manual,6995,Petrol,145,2.0,6,8.62,22690.0,23034.8,344.8,344.8,1.52
 A6,2018,22000,Automatic,16000,Petrol,150,2.0,7,9.28,22000.0,25001.38,3001.38,3001.38,13.64
 A1,2012,10790,Automatic,27280,Petrol,145,1.4,13,10.54,10790.0,9716.76,-1073.24,1073.24,9.95
 Q3,2019,27950,Manual,2506,Petrol,145,1.5,6,9.0,27950.0,25851.46,-2098.54,2098.54,7.51
 A4,2019,27495,Semi-Auto,3000,Petrol,145,2.0,6,8.51,27495.0,26897.72,-597.28,597.28,2.17
 Q7,2020,82995,Semi-Auto,826,Diesel,145,4.0,5,6.47,82995.0,82974.03,-20.97,20.97,0.03
 A4,2016,12170,Manual,29825,Petrol,125,1.4,9,11.72,12170.0,12911.29,741.29,741.29,6.09
 A1,2019,22450,Semi-Auto,8078,Petrol,145,1.0,6,10.36,22450.0,19811.72,-2638.28,2638.28,11.75
 A1,2016,14995,Semi-Auto,19158,Petrol,30,1.4,9,12.67,14995.0,15381.18,386.18,386.18,2.58
 A1,2015,12798,Manual,26811,Petrol,30,1.4,10,12.96,12798.0,11783.71,-1014.29,1014.29,7.93
 Q3,2016,18990,Semi-Auto,9106,Diesel,145,2.0,9,11.31,18990.0,20280.48,1290.48,1290.48,6.8
 A3,2020,35991,Semi-Auto,4433,Petrol,145,2.0,5,7.68,35991.0,32541.38,-3449.62,3449.62,9.58
 A1,2015,9998,Manual,49565,Petrol,30,1.4,10,12.19,9998.0,10612.0,614.0,614.0,6.14
 Q5,2014,25000,Semi-Auto,34503,Diesel,260,3.0,11,9.13,25000.0,22023.48,-2976.52,2976.52,11.91
 A1,2015,14450,Automatic,41996,Petrol,30,1.4,10,12.43,14450.0,12307.51,-2142.49,2142.49,14.83
 A5,2017,23790,Semi-Auto,29668,Petrol,145,2.0,8,10.03,23790.0,21910.38,-1879.62,1879.62,7.9
 A5,2016,16490,Manual,23500,Diesel,125,2.0,9,13.22,16490.0,17786.34,1296.34,1296.34,7.86
 A4,2017,14400,Automatic,32097,Diesel,145,2.0,8,15.93,14400.0,16970.65,2570.65,2570.65,17.85
 Q7,2020,53900,Semi-Auto,4000,Diesel,145,3.0,5,7.3,53900.0,53751.75,-148.25,148.25,0.28
 A5,2017,18998,Semi-Auto,28618,Diesel,30,2.0,8,14.8,18998.0,20443.79,1445.79,1445.79,7.61
 Q3,2018,25050,Semi-Auto,10000,Petrol,145,1.4,7,10.71,25050.0,24316.64,-733.36,733.36,2.93
 Q5,2019,35990,Semi-Auto,8186,Petrol,145,2.0,6,7.06,35990.0,35570.47,-419.53,419.53,1.17
 A5,2019,27761,Semi-Auto,1626,Diesel,145,2.0,6,11.31,27761.0,28358.28,597.28,597.28,2.15
 A6,2015,12498,Semi-Auto,74644,Diesel,20,2.0,10,13.51,12498.0,14597.06,2099.06,2099.06,16.8
 A5,2016,16267,Manual,60431,Diesel,160,2.0,9,11.72,16267.0,14915.18,-1351.82,1351.82,8.31
 Q3,2016,18502,Manual,22406,Diesel,145,2.0,9,11.5,18502.0,17736.13,-765.87,765.87,4.14
 Q2,2019,19991,Manual,3358,Petrol,145,1.0,6,10.36,19991.0,19934.77,-56.23,56.23,0.28
 A8,2019,48000,Automatic,5900,Diesel,145,3.0,6,11.09,48000.0,38855.41,-9144.59,9144.59,19.05
 Q2,2019,25354,Semi-Auto,1947,Diesel,145,1.6,6,9.85,25354.0,24736.95,-617.05,617.05,2.43
 Q3,2015,14640,Automatic,60889,Diesel,160,2.0,10,11.09,14640.0,14319.57,-320.43,320.43,2.19
 Q3,2018,23495,Semi-Auto,11831,Petrol,145,1.4,7,10.54,23495.0,24022.59,527.59,527.59,2.25
 Q3,2020,36790,Automatic,1330,Petrol,145,2.0,5,6.75,36790.0,37251.45,461.45,461.45,1.25
 A3,2019,23000,Semi-Auto,13586,Petrol,150,1.5,6,9.28,23000.0,23352.13,352.13,352.13,1.53
 Q5,2019,44990,Automatic,10,Diesel,145,2.0,6,7.96,44990.0,38876.05,-6113.95,6113.95,13.59
 A1,2017,13290,Manual,33406,Diesel,145,1.6,8,16.78,13290.0,13504.84,214.84,214.84,1.62
 A4,2020,43750,Automatic,2000,Diesel,145,3.0,5,9.0,43750.0,42728.78,-1021.22,1021.22,2.33
 A3,2006,3880,Manual,87000,Petrol,305,2.0,19,8.07,3880.0,4180.46,300.46,300.46,7.74
 A4,2020,30995,Semi-Auto,1600,Petrol,145,2.0,5,9.0,30995.0,30646.56,-348.44,348.44,1.12
 A4,2019,32750,Semi-Auto,2000,Diesel,145,2.0,6,10.91,32750.0,27547.11,-5202.89,5202.89,15.89
 A5,2020,30990,Automatic,10,Diesel,145,2.0,5,10.36,30990.0,34196.48,3206.48,3206.48,10.35
 A1,2014,13499,Manual,55433,Petrol,200,2.0,11,8.89,13499.0,10505.09,-2993.91,2993.91,22.18
 A1,2015,10498,Manual,31393,Petrol,30,1.4,10,12.67,10498.0,11422.33,924.33,924.33,8.8
 Q2,2020,23888,Semi-Auto,500,Petrol,145,1.5,5,9.28,23888.0,29549.77,5661.77,5661.77,23.7
 Q3,2019,27250,Manual,2485,Petrol,145,1.5,6,8.75,27250.0,26447.99,-802.01,802.01,2.94
 A3,2018,18491,Semi-Auto,22305,Petrol,145,1.5,7,12.43,18491.0,20196.1,1705.1,1705.1,9.22
 A3,2018,18999,Semi-Auto,25559,Petrol,150,1.5,7,12.43,18999.0,20039.42,1040.42,1040.42,5.48
 A4,2017,25950,Semi-Auto,32585,Petrol,240,3.0,8,8.51,25950.0,24144.42,-1805.58,1805.58,6.96
 A1,2019,21350,Automatic,3500,Petrol,145,2.0,6,9.0,21350.0,21849.11,499.11,499.11,2.34
 A3,2019,22500,Automatic,8397,Diesel,145,1.6,6,11.72,22500.0,21083.4,-1416.6,1416.6,6.3
 A4,2018,22650,Semi-Auto,16249,Petrol,145,2.0,7,11.09,22650.0,21811.19,-838.81,838.81,3.7
 A5,2015,15998,Manual,48853,Diesel,145,2.0,10,12.43,15998.0,13709.09,-2288.91,2288.91,14.31
 A8,2015,19230,Automatic,35361,Diesel,200,3.0,10,10.71,19230.0,19685.38,455.38,455.38,2.37
 A6,2019,53939,Semi-Auto,6238,Diesel,145,3.0,6,8.29,53939.0,40056.04,-13882.96,13882.96,25.74
 TT,2017,17799,Manual,12205,Diesel,30,2.0,8,13.81,17799.0,16508.02,-1290.98,1290.98,7.25
 Q2,2019,31490,Semi-Auto,2100,Petrol,145,2.0,6,6.91,31490.0,31696.75,206.75,206.75,0.66
 Q3,2014,12595,Manual,52006,Diesel,145,2.0,11,11.94,12595.0,12301.48,-293.52,293.52,2.33
 A5,2019,27490,Automatic,6000,Petrol,145,2.0,6,8.75,27490.0,28608.17,1118.17,1118.17,4.07
 A4,2019,28795,Semi-Auto,5000,Petrol,145,2.0,6,9.28,28795.0,24285.37,-4509.63,4509.63,15.66
 Q3,2019,26990,Manual,5000,Diesel,145,2.0,6,9.41,26990.0,27238.22,248.22,248.22,0.92
 Q2,2019,19991,Manual,3590,Diesel,145,1.6,6,10.91,19991.0,21158.26,1167.26,1167.26,5.84
 Q3,2019,26073,Manual,4389,Petrol,145,1.5,6,9.0,26073.0,25556.66,-516.34,516.34,1.98
 Q3,2015,19750,Automatic,23787,Petrol,205,2.0,10,8.89,19750.0,19262.66,-487.34,487.34,2.47
 Q2,2017,20350,Automatic,13671,Petrol,145,1.4,8,11.5,20350.0,19893.98,-456.02,456.02,2.24
 Q2,2018,22888,Semi-Auto,14569,Petrol,145,1.4,7,11.5,22888.0,21421.26,-1466.74,1466.74,6.41
 A3,2015,15000,Semi-Auto,40092,Petrol,20,1.4,10,13.22,15000.0,13476.22,-1523.78,1523.78,10.16
 A6,2019,42750,Semi-Auto,1500,Petrol,145,3.0,6,6.91,42750.0,34899.57,-7850.43,7850.43,18.36
 A6,2012,12999,Automatic,54373,Diesel,200,3.0,13,10.54,12999.0,12077.9,-921.1,921.1,7.09
 Q7,2020,60950,Automatic,2402,Diesel,145,3.0,5,7.3,60950.0,55803.79,-5146.21,5146.21,8.44
 TT,2018,21491,Manual,6000,Petrol,150,1.8,7,10.36,21491.0,21103.73,-387.27,387.27,1.8
 A3,2019,20990,Manual,6000,Petrol,145,1.5,6,9.85,20990.0,20550.44,-439.56,439.56,2.09
 A4,2020,43970,Semi-Auto,3700,Diesel,145,3.0,5,8.62,43970.0,43446.86,-523.14,523.14,1.19
 R8,2019,119450,Automatic,3000,Petrol,145,5.2,6,4.71,119450.0,118655.78,-794.22,794.22,0.66
 A1,2019,20500,Automatic,11295,Petrol,150,1.0,6,10.36,20500.0,20031.24,-468.76,468.76,2.29
 A4,2019,27000,Automatic,9000,Diesel,145,2.0,6,10.54,27000.0,25358.47,-1641.53,1641.53,6.08
 Q5,2015,17999,Manual,36435,Diesel,200,2.0,10,10.54,17999.0,17128.26,-870.74,870.74,4.84
 Q3,2013,14500,Semi-Auto,45793,Petrol,260,2.0,12,8.07,14500.0,14157.35,-342.65,342.65,2.36
 A3,2016,14299,Automatic,34078,Diesel,125,2.0,9,12.96,14299.0,15880.97,1581.97,1581.97,11.06
 A6,2016,19495,Semi-Auto,43099,Diesel,145,2.0,9,12.43,19495.0,18642.48,-852.52,852.52,4.37
 Q2,2019,25490,Automatic,6000,Petrol,145,1.5,6,9.28,25490.0,24760.47,-729.53,729.53,2.86
 A1,2016,9950,Manual,24396,Petrol,0,1.0,9,14.8,9950.0,11456.02,1506.02,1506.02,15.14
 A6,2019,28990,Semi-Auto,7000,Diesel,150,2.0,6,10.54,28990.0,30865.54,1875.54,1875.54,6.47
 Q5,2015,15500,Manual,66790,Diesel,205,2.0,10,10.54,15500.0,15659.89,159.89,159.89,1.03
 A1,2013,8495,Manual,41762,Diesel,0,1.6,12,16.34,8495.0,8304.4,-190.6,190.6,2.24
 A3,2008,2995,Manual,136000,Diesel,205,2.0,17,10.71,2995.0,4132.04,1137.04,1137.04,37.96
 A5,2014,15450,Semi-Auto,48792,Diesel,125,2.0,11,12.96,15450.0,13094.36,-2355.64,2355.64,15.25
 A3,2017,27490,Automatic,38300,Petrol,145,2.0,8,9.57,27490.0,21270.29,-6219.71,6219.71,22.63
 A5,2019,30500,Semi-Auto,100,Diesel,145,2.0,6,10.91,30500.0,28226.2,-2273.8,2273.8,7.46
 Q5,2015,18998,Semi-Auto,43979,Diesel,200,2.0,10,10.36,18998.0,18123.3,-874.7,874.7,4.6
 Q3,2019,35995,Manual,5356,Diesel,145,2.0,6,9.0,35995.0,28626.99,-7368.01,7368.01,20.47
 A3,2017,13000,Manual,25720,Diesel,20,2.0,8,15.53,13000.0,15010.63,2010.63,2010.63,15.47
 A4,2016,17490,Manual,40164,Diesel,30,2.0,9,14.8,17490.0,14819.8,-2670.2,2670.2,15.27
 A3,2019,30950,Semi-Auto,50,Petrol,145,2.0,6,7.68,30950.0,31708.35,758.35,758.35,2.45
 A3,2013,12499,Automatic,31244,Diesel,30,2.0,12,14.12,12499.0,10786.46,-1712.54,1712.54,13.7
 Q3,2019,29000,Automatic,3281,Petrol,145,1.5,6,8.4,29000.0,28406.02,-593.98,593.98,2.05
 A6,2016,19499,Automatic,40984,Diesel,145,2.0,9,12.43,19499.0,19311.24,-187.76,187.76,0.96
 A1,2017,16970,Semi-Auto,13458,Petrol,150,1.4,8,12.43,16970.0,15780.12,-1189.88,1189.88,7.01
 A5,2017,22990,Semi-Auto,28500,Diesel,145,2.0,8,14.45,22990.0,20454.74,-2535.26,2535.26,11.03
 A4,2013,6000,Manual,129680,Diesel,30,2.0,12,14.12,6000.0,8258.0,2258.0,2258.0,37.63
 Q3,2015,17750,Manual,32850,Diesel,160,2.0,10,10.91,17750.0,16187.09,-1562.91,1562.91,8.81
 A3,2017,12995,Manual,23820,Petrol,145,1.0,8,13.22,12995.0,13275.28,280.28,280.28,2.16
 A4,2019,24998,Semi-Auto,12853,Petrol,145,2.0,6,8.4,24998.0,25684.29,686.29,686.29,2.75
 A1,2014,10495,Manual,32000,Diesel,0,1.6,11,16.34,10495.0,9013.18,-1481.82,1481.82,14.12
 Q7,2019,55990,Semi-Auto,5050,Diesel,145,3.0,6,9.7,55990.0,40951.51,-15038.49,15038.49,26.86
 Q3,2019,29500,Semi-Auto,5034,Petrol,145,2.0,6,7.15,29500.0,31944.7,2444.7,2444.7,8.29
 Q5,2019,35995,Automatic,7093,Diesel,145,2.0,6,8.4,35995.0,33212.64,-2782.36,2782.36,7.73
 A5,2017,19299,Automatic,38771,Diesel,145,2.0,8,14.8,19299.0,19357.25,58.25,58.25,0.3
 A4,2017,16498,Manual,28801,Petrol,125,2.0,8,10.91,16498.0,16597.29,99.29,99.29,0.6
 A3,2017,19082,Manual,6931,Diesel,145,2.0,8,14.45,19082.0,18194.54,-887.46,887.46,4.65
 A5,2017,19995,Semi-Auto,54000,Diesel,150,2.0,8,14.8,19995.0,19765.93,-229.07,229.07,1.15
 Q3,2015,14999,Manual,45748,Diesel,160,2.0,10,11.31,14999.0,15018.22,19.22,19.22,0.13
 TT,2016,19290,Manual,25189,Petrol,150,1.8,9,10.36,19290.0,15716.45,-3573.55,3573.55,18.53
 A3,2019,22910,Automatic,6650,Petrol,145,1.5,6,9.7,22910.0,22434.27,-475.73,475.73,2.08
 Q5,2020,43900,Semi-Auto,500,Hybrid,135,2.0,5,25.89,43900.0,55723.96,11823.96,11823.96,26.93
 A5,2015,17998,Manual,13312,Diesel,125,2.0,10,12.67,17998.0,18147.83,149.83,149.83,0.83
 A6,2019,49990,Automatic,6000,Diesel,145,3.0,6,7.88,49990.0,42061.68,-7928.32,7928.32,15.86
 Q3,2019,37490,Automatic,1082,Petrol,145,1.5,6,8.4,37490.0,29617.68,-7872.32,7872.32,21.0
 RS4,2014,25975,Manual,60000,Petrol,555,4.2,11,5.81,25975.0,23519.42,-2455.58,2455.58,9.45
 A1,2014,15999,Manual,34925,Petrol,235,2.0,11,8.75,15999.0,11388.22,-4610.78,4610.78,28.82
 Q3,2017,18000,Automatic,18153,Petrol,145,1.4,8,10.54,18000.0,19815.64,1815.64,1815.64,10.09
 Q2,2019,28062,Manual,1000,Petrol,145,1.5,6,9.57,28062.0,24358.98,-3703.02,3703.02,13.2
 A1,2017,12495,Manual,20670,Petrol,30,1.4,8,12.67,12495.0,13618.85,1123.85,1123.85,8.99
 A4,2018,18750,Manual,16001,Petrol,145,1.4,7,11.5,18750.0,17986.07,-763.93,763.93,4.07
 Q7,2013,17499,Automatic,69638,Diesel,300,3.0,12,8.62,17499.0,18152.52,653.52,653.52,3.73
 A4,2016,15990,Manual,46778,Diesel,30,2.0,9,13.81,15990.0,14390.01,-1599.99,1599.99,10.01
 A8,2020,48490,Semi-Auto,1354,Diesel,145,3.0,5,8.62,48490.0,50900.7,2410.7,2410.7,4.97
 A6,2016,17995,Automatic,49461,Diesel,125,2.0,9,12.67,17995.0,18160.93,165.93,165.93,0.92
 R8,2016,79900,Semi-Auto,10172,Petrol,570,5.2,9,5.46,79900.0,72379.8,-7520.2,7520.2,9.41
 Q2,2019,26697,Automatic,2466,Diesel,145,2.0,6,10.18,26697.0,25148.71,-1548.29,1548.29,5.8
 Q5,2013,17995,Manual,18330,Diesel,200,2.0,12,10.54,17995.0,16356.22,-1638.78,1638.78,9.11
 TT,2016,16499,Manual,16917,Petrol,145,1.8,9,10.36,16499.0,16059.3,-439.7,439.7,2.67
 Q7,2017,49995,Automatic,23437,Diesel,300,4.0,8,8.62,49995.0,46700.3,-3294.7,3294.7,6.59
 A1,2019,17690,Manual,8396,Petrol,150,1.0,6,11.09,17690.0,18183.05,493.05,493.05,2.79
 A6,2017,31850,Semi-Auto,13449,Diesel,145,3.0,8,9.57,31850.0,27911.85,-3938.15,3938.15,12.36
 A4,2016,15489,Semi-Auto,54697,Diesel,30,2.0,9,14.45,15489.0,15827.05,338.05,338.05,2.18
 Q5,2016,27490,Automatic,74896,Diesel,235,3.0,9,9.28,27490.0,22644.58,-4845.42,4845.42,17.63
 Q3,2014,11500,Manual,73362,Diesel,150,2.0,11,11.94,11500.0,11311.39,-188.61,188.61,1.64
 A3,2019,31990,Semi-Auto,7898,Petrol,145,2.0,6,7.68,31990.0,29711.42,-2278.58,2278.58,7.12
 A6,2019,25990,Semi-Auto,28950,Diesel,150,2.0,6,11.09,25990.0,27961.7,1971.7,1971.7,7.59
 A3,2017,25400,Semi-Auto,21572,Petrol,150,2.0,8,9.57,25400.0,22740.37,-2659.63,2659.63,10.47
 Q5,2019,34890,Automatic,3704,Diesel,150,2.0,6,8.4,34890.0,34036.3,-853.7,853.7,2.45
 A3,2019,24450,Automatic,6500,Petrol,150,1.5,6,9.57,24450.0,22732.79,-1717.21,1717.21,7.02
 A4,2017,17290,Automatic,30364,Diesel,20,2.0,8,14.8,17290.0,17563.34,273.34,273.34,1.58
 A4,2013,8488,Manual,84000,Diesel,30,2.0,12,14.12,8488.0,9060.17,572.17,572.17,6.74
 A3,2018,14175,Manual,16680,Petrol,145,1.0,7,13.81,14175.0,15029.62,854.62,854.62,6.03
 Q3,2016,21950,Semi-Auto,28987,Petrol,200,2.0,9,8.89,21950.0,20045.75,-1904.25,1904.25,8.68
 Q3,2019,26995,Manual,10300,Petrol,150,1.5,6,8.75,26995.0,25832.87,-1162.13,1162.13,4.3
 A3,2019,21490,Semi-Auto,6874,Petrol,145,1.5,6,9.28,21490.0,23526.09,2036.09,2036.09,9.47
 A5,2020,36312,Semi-Auto,7423,Diesel,145,2.0,5,11.31,36312.0,31674.73,-4637.27,4637.27,12.77
 A1,2017,13222,Manual,16252,Petrol,30,1.4,8,12.19,13222.0,13598.25,376.25,376.25,2.85
 A3,2017,16495,Semi-Auto,35000,Petrol,30,1.4,8,12.43,16495.0,17994.28,1499.28,1499.28,9.09
 Q3,2017,21490,Semi-Auto,19921,Petrol,145,2.0,8,9.28,21490.0,23502.81,2012.81,2012.81,9.37
 A3,2017,15700,Semi-Auto,26598,Petrol,30,1.4,8,12.96,15700.0,18413.24,2713.24,2713.24,17.28
 Q7,2019,45500,Automatic,11717,Diesel,145,3.0,6,7.3,45500.0,45255.45,-244.55,244.55,0.54
 Q3,2015,14800,Manual,33000,Diesel,125,2.0,10,13.22,14800.0,15410.35,610.35,610.35,4.12
 Q8,2019,85900,Semi-Auto,3401,Diesel,150,4.0,6,6.75,85900.0,72316.9,-13583.1,13583.1,15.81
 TT,2020,28490,Automatic,80,Petrol,145,2.0,5,8.51,28490.0,34037.37,5547.37,5547.37,19.47
 Q3,2019,25000,Manual,3103,Petrol,145,1.5,6,9.0,25000.0,25670.83,670.83,670.83,2.68
 A1,2019,21000,Automatic,4849,Petrol,145,1.0,6,10.36,21000.0,19999.27,-1000.73,1000.73,4.77
 Q3,2019,34256,Automatic,3662,Petrol,145,1.5,6,8.18,34256.0,28679.68,-5576.32,5576.32,16.28
 A1,2016,9500,Manual,37008,Diesel,0,1.6,9,16.78,9500.0,10930.26,1430.26,1430.26,15.06
 A6,2016,19395,Semi-Auto,27764,Diesel,30,2.0,9,13.51,19395.0,19276.54,-118.46,118.46,0.61
 Q3,2016,16150,Manual,14997,Petrol,125,1.4,9,11.09,16150.0,17086.35,936.35,936.35,5.8
 TT,2017,16991,Manual,38083,Petrol,150,1.8,8,10.36,16991.0,16975.58,-15.42,15.42,0.09
 A3,2008,4590,Manual,93000,Petrol,160,1.4,17,9.57,4590.0,4154.13,-435.87,435.87,9.5
 Q2,2018,18490,Manual,18148,Petrol,150,1.4,7,11.5,18490.0,18607.79,117.79,117.79,0.64
 A6,2019,31985,Semi-Auto,2811,Diesel,145,2.0,6,10.54,31985.0,31996.57,11.57,11.57,0.04
 A1,2015,11230,Manual,37081,Petrol,30,1.4,10,12.43,11230.0,11097.97,-132.03,132.03,1.18
 A6,2019,31000,Automatic,5000,Diesel,145,2.0,6,10.54,31000.0,29545.14,-1454.86,1454.86,4.69
 A6,2014,10100,Semi-Auto,64460,Diesel,30,2.0,11,14.12,10100.0,13787.88,3687.88,3687.88,36.51
 RS4,2014,26490,Semi-Auto,58460,Petrol,555,4.2,11,5.81,26490.0,25131.85,-1358.15,1358.15,5.13
 A4,2017,16036,Automatic,41982,Diesel,145,2.0,8,15.53,16036.0,16387.66,351.66,351.66,2.19
 A1,2018,15290,Manual,21633,Petrol,150,1.0,7,10.54,15290.0,16706.66,1416.66,1416.66,9.27
 Q3,2016,18000,Automatic,33124,Diesel,160,2.0,9,11.09,18000.0,17755.43,-244.57,244.57,1.36
 A1,2017,9950,Manual,54837,Petrol,0,1.0,8,14.8,9950.0,11434.15,1484.15,1484.15,14.92
 A1,2017,14695,Automatic,3000,Petrol,20,1.0,8,14.12,14695.0,14829.42,134.42,134.42,0.91
 Q3,2017,19998,Manual,15449,Petrol,145,1.4,8,10.91,19998.0,18450.88,-1547.12,1547.12,7.74
 A4,2019,26990,Automatic,6000,Diesel,145,2.0,6,10.03,26990.0,26818.62,-171.38,171.38,0.63
 A1,2019,18990,Manual,291,Petrol,150,1.5,6,10.18,18990.0,20987.65,1997.65,1997.65,10.52
