model,manufactured_year,price,mileage,tax,miles_per_gallon,engine_size,car_age,price_per_engine_size,mileage_per_year,transmission_manual,transmission_semi_auto,fuel_type_hybrid,fuel_type_petrol
 A1,2020,20990,556,145,47.9,1.0,5,20990.0,111.2,1,0,0,1
 Q2,2017,19850,9547,145,54.3,1.4,8,14178.57142857143,1193.375,0,1,0,1
 Q3,2020,33444,1904,145,31.4,2.0,5,16722.0,380.8,0,1,0,1
 Q3,2020,30888,525,145,40.9,1.5,5,20592.0,105.0,0,1,0,1
 A3,2020,31990,2165,135,141.3,1.4,5,22850.0,433.0,0,1,1,0
 A1,2020,20888,1500,145,47.9,1.0,5,20888.0,300.0,1,0,0,1
 A1,2019,21490,1565,145,47.9,1.0,6,21490.0,260.8333333333333,1,0,0,1
 A4,2017,13450,59512,145,74.3,2.0,8,6725.0,7439.0,1,0,0,0
 A3,2019,21488,6350,145,54.3,2.0,6,10744.0,1058.3333333333333,1,0,0,0
 A3,2019,21288,4538,145,51.4,1.6,6,13305.0,756.3333333333334,1,0,0,0
 A3,2019,21288,6238,145,51.4,1.6,6,13305.0,1039.6666666666667,1,0,0,0
 A3,2019,22888,6018,145,40.9,2.0,6,11444.0,1003.0,0,1,0,1
 Q2,2019,28888,4201,145,33.2,2.0,6,14444.0,700.1666666666666,0,1,0,1
 A3,2019,21888,5150,145,52.3,1.6,6,13680.0,858.3333333333334,1,0,0,0
 A1,2016,10988,40468,30,55.4,1.4,9,7848.571428571429,4496.444444444444,1,0,0,1
 Q5,2020,38888,1986,145,38.2,2.0,5,19444.0,397.2,0,1,0,0
 Q2,2020,24444,4265,145,43.5,1.5,5,16296.0,853.0,1,0,0,1
 Q3,2020,39888,1765,145,31.0,2.0,5,19944.0,353.0,0,1,0,1
 Q2,2020,33000,820,145,32.5,2.0,5,16500.0,164.0,0,1,0,1
 Q3,2020,33444,4846,145,31.4,2.0,5,16722.0,969.2,0,1,0,1
 Q3,2020,33444,475,145,31.4,2.0,5,16722.0,95.0,0,1,0,1
 Q3,2020,33444,425,145,31.4,2.0,5,16722.0,85.0,0,1,0,1
 A6,2019,37000,2271,145,34.0,2.0,6,18500.0,378.5,0,1,0,1
 Q2,2019,25444,4917,145,40.9,1.5,6,16962.666666666668,819.5,0,1,0,1
 Q2,2019,26995,6070,145,40.9,1.5,6,17996.666666666668,1011.6666666666666,0,1,0,1
 Q2,2019,23995,7945,145,47.9,1.6,6,14996.875,1324.1666666666667,0,0,0,0
 A4,2017,18298,20637,30,67.3,2.0,8,9149.0,2579.625,1,0,0,0
 A4,2015,12490,38041,30,64.2,2.0,10,6245.0,3804.1,1,0,0,0
 A5,2016,16390,28555,125,58.9,2.0,9,8195.0,3172.777777777778,0,1,0,0
 Q2,2019,24888,3897,145,39.2,1.5,6,16592.0,649.5,1,0,0,1
 A3,2019,21450,5793,145,52.3,1.6,6,13406.25,965.5,0,0,0,0
 Q3,2017,18990,30821,200,42.8,2.0,8,9495.0,3852.625,0,1,0,1
 Q3,2016,15888,52034,145,52.3,2.0,9,7944.0,5781.555555555556,1,0,0,0
 A3,2018,20688,9135,145,56.5,1.5,7,13792.0,1305.0,0,1,0,1
 Q7,2017,35888,21728,145,47.9,3.0,8,11962.666666666666,2716.0,0,0,0,0
 Q2,2019,28495,2145,145,46.3,2.0,6,14247.5,357.5,0,1,0,0
 A8,2017,38995,6479,145,50.4,3.0,8,12998.333333333334,809.875,0,1,0,0
 A3,2019,34995,1054,145,34.5,2.0,6,17497.5,175.66666666666666,0,1,0,1
 A4,2019,30995,4598,145,38.2,2.0,6,15497.5,766.3333333333334,0,0,0,1
 A1,2019,23495,1041,145,45.6,1.5,6,15663.333333333334,173.5,1,0,0,1
 A1,2017,15995,21595,145,58.9,1.4,8,11425.0,2699.375,0,0,0,1
 Q2,2018,19995,9005,145,50.4,1.4,7,14282.142857142859,1286.4285714285713,1,0,0,1
 Q3,2019,40995,9029,145,31.4,2.0,6,20497.5,1504.8333333333333,0,0,0,1
 Q2,2017,18950,25915,145,65.7,1.6,8,11843.75,3239.375,0,1,0,0
 Q3,2017,20088,15454,145,49.6,1.4,8,14348.57142857143,1931.75,1,0,0,1
 A8,2016,26000,25691,200,47.9,3.0,9,8666.666666666666,2854.5555555555557,0,1,0,0
 RS3,2016,29888,29920,300,34.9,2.5,9,11955.2,3324.4444444444443,0,1,0,1
 A1,2019,20500,5676,145,47.1,1.0,6,20500.0,946.0,0,1,0,1
 Q5,2019,36888,3263,145,38.2,2.0,6,18444.0,543.8333333333334,0,1,0,0
 A3,2016,17988,24406,125,48.7,2.0,9,8994.0,2711.777777777778,0,1,0,1
 Q5,2019,34998,44,145,32.1,2.0,6,17499.0,7.333333333333333,0,1,0,1
 A6,2015,21698,41109,200,45.6,3.0,10,7232.666666666667,4110.9,0,1,0,0
 Q3,2019,30543,13433,145,31.7,2.0,6,15271.5,2238.8333333333335,0,1,0,1
 A4,2019,26588,5130,145,38.7,2.0,6,13294.0,855.0,0,1,0,1
 Q3,2019,26846,2362,145,42.8,2.0,6,13423.0,393.6666666666667,1,0,0,0
 A8,2015,19998,42565,200,47.9,3.0,10,6666.0,4256.5,0,1,0,0
 A4,2017,14698,19637,145,53.3,1.4,8,10498.57142857143,2454.625,1,0,0,1
 TT,2016,17498,20674,160,46.3,2.0,9,8749.0,2297.1111111111113,1,0,0,1
 A6,2015,18498,22540,30,64.2,2.0,10,9249.0,2254.0,0,1,0,0
 Q3,2015,16498,14146,125,60.1,2.0,10,8249.0,1414.6,1,0,0,0
 A1,2016,13498,21160,30,55.4,1.4,9,9641.428571428572,2351.1111111111113,1,0,0,1
 Q2,2019,20498,7779,150,47.9,1.6,6,12811.25,1296.5,0,1,0,0
 A1,2015,9995,19603,0,80.7,1.6,10,6246.875,1960.3,1,0,0,0
 A1,2015,12995,27275,30,55.4,1.4,10,9282.142857142857,2727.5,1,0,0,1
 A3,2019,19888,8274,145,45.6,1.0,6,19888.0,1379.0,0,0,0,1
 A5,2016,22750,36399,125,60.1,3.0,9,7583.333333333333,4044.3333333333335,0,0,0,0
 Q5,2016,26990,46401,235,42.8,3.0,9,8996.666666666666,5155.666666666667,0,1,0,0
 Q2,2018,20890,11088,145,50.4,1.4,7,14921.428571428572,1584.0,1,0,0,1
 A6,2017,19990,32276,145,61.4,2.0,8,9995.0,4034.5,0,0,0,0
 Q3,2017,20488,25576,145,54.3,2.0,8,10244.0,3197.0,1,0,0,0
 A3,2018,20488,13069,145,54.3,1.5,7,13658.666666666666,1867.0,1,0,0,1
 A6,2015,15498,57123,20,67.3,2.0,10,7749.0,5712.3,0,1,0,0
 A3,2016,11498,47205,20,60.1,1.0,9,11498.0,5245.0,1,0,0,1
 A4,2015,14900,20995,30,64.2,2.0,10,7450.0,2099.5,1,0,0,0
 A3,2016,16400,24102,30,60.1,1.4,9,11714.285714285716,2678.0,1,0,0,1
 A4,2016,13498,37251,145,51.4,1.4,9,9641.428571428572,4139.0,1,0,0,1
 A1,2016,11698,11578,0,67.3,1.0,9,11698.0,1286.4444444444443,1,0,0,1
 A5,2017,22998,15114,145,62.8,2.0,8,11499.0,1889.25,0,1,0,0
 A4,2017,17998,20083,145,68.9,2.0,8,8999.0,2510.375,1,0,0,0
 A3,2013,10398,60076,20,68.9,2.0,12,5199.0,5006.333333333333,1,0,0,0
 A4,2016,15498,42783,30,64.2,2.0,9,7749.0,4753.666666666667,1,0,0,0
 A1,2016,12798,30334,30,55.4,1.4,9,9141.428571428572,3370.4444444444443,1,0,0,1
 Q3,2016,17998,22541,145,52.3,2.0,9,8999.0,2504.5555555555557,1,0,0,0
 TT,2016,16998,18263,30,62.8,2.0,9,8499.0,2029.2222222222222,1,0,0,0
 A4,2016,16498,37488,30,64.2,2.0,9,8249.0,4165.333333333333,1,0,0,0
 Q7,2014,20498,43209,300,38.2,3.0,11,6832.666666666667,3928.090909090909,0,1,0,0
 A4,2016,15395,45619,20,67.3,2.0,9,7697.5,5068.777777777777,0,1,0,0
 A5,2017,20995,12313,30,64.2,2.0,8,10497.5,1539.125,1,0,0,0
 Q5,2016,19498,50961,205,47.1,2.0,9,9749.0,5662.333333333333,0,1,0,0
 A1,2016,11698,24001,30,55.4,1.4,9,8355.714285714286,2666.777777777778,1,0,0,1
 A3,2017,15998,24519,150,70.6,1.6,8,9998.75,3064.875,0,1,0,0
 A6,2017,19940,33856,145,56.5,2.0,8,9970.0,4232.0,0,0,0,0
 A4,2016,13498,29333,145,51.4,1.4,9,9641.428571428572,3259.222222222222,1,0,0,1
 A1,2013,9998,47565,125,53.3,1.4,12,7141.428571428572,3963.75,0,1,0,1
 Q5,2019,35995,4770,145,38.2,2.0,6,17997.5,795.0,0,1,0,0
 Q3,2019,36497,1000,145,47.1,2.0,6,18248.5,166.66666666666666,0,0,0,0
 A6,2019,30864,1000,145,47.9,2.0,6,15432.0,166.66666666666666,0,1,0,0
 Q3,2015,14498,53124,145,55.4,2.0,10,7249.0,5312.4,1,0,0,0
 Q2,2019,20498,5662,145,47.9,1.6,6,12811.25,943.6666666666666,0,1,0,0
 Q3,2015,16498,33845,145,47.9,1.4,10,11784.285714285716,3384.5,0,1,0,1
 Q3,2015,15498,39876,200,42.8,2.0,10,7749.0,3987.6,0,1,0,1
 A1,2015,9998,49565,30,55.4,1.4,10,7141.428571428572,4956.5,1,0,0,1
 A1,2016,11798,13501,0,67.3,1.0,9,11798.0,1500.111111111111,1,0,0,1
 A4,2019,22288,5654,145,39.2,2.0,6,11144.0,942.3333333333334,1,0,0,1
 A6,2017,25000,22350,145,54.3,2.0,8,12500.0,2793.75,0,1,0,0
 A5,2019,28990,3065,145,39.8,2.0,6,14495.0,510.8333333333333,0,1,0,1
 A4,2016,14998,30498,0,74.3,2.0,9,7499.0,3388.6666666666665,1,0,0,0
 A6,2019,30861,1000,145,47.9,2.0,6,15430.5,166.66666666666666,0,0,0,0
 Q2,2019,26508,15,145,40.9,1.5,6,17672.0,2.5,1,0,0,1
 A1,2019,26011,1000,145,44.1,1.0,6,26011.0,166.66666666666666,0,1,0,1
 Q2,2019,28062,1000,145,43.5,1.5,6,18708.0,166.66666666666666,1,0,0,1
 A6,2019,32098,1000,145,50.4,2.0,6,16049.0,166.66666666666666,0,0,0,0
 A8,2018,39700,7919,145,50.4,3.0,7,13233.333333333334,1131.2857142857142,0,0,0,0
 Q2,2018,18495,8539,145,64.2,1.6,7,11559.375,1219.857142857143,1,0,0,0
 A3,2018,20888,6940,145,54.3,1.5,7,13925.333333333334,991.4285714285714,1,0,0,1
 A4,2019,22490,1342,145,39.2,2.0,6,11245.0,223.66666666666666,1,0,0,1
 A1,2016,12950,15734,0,67.3,1.0,9,12950.0,1748.2222222222222,1,0,0,1
 A4,2019,41888,6536,145,39.8,3.0,6,13962.666666666666,1089.3333333333333,0,1,0,0
 Q5,2020,58990,2396,145,32.5,3.0,5,19663.333333333332,479.2,0,1,0,0
 A6,2019,31288,2021,145,47.9,2.0,6,15644.0,336.8333333333333,0,1,0,0
 Q3,2020,37888,2553,145,30.7,2.0,5,18944.0,510.6,0,1,0,1
 Q3,2016,17498,32971,145,51.4,2.0,9,8749.0,3663.4444444444443,0,1,0,0
 Q2,2017,18498,11133,145,52.3,1.4,8,13212.857142857143,1391.625,1,0,0,1
 A6,2016,17998,33182,30,61.4,2.0,9,8999.0,3686.8888888888887,1,0,0,0
 A4,2016,16498,38231,30,64.2,2.0,9,8249.0,4247.888888888889,1,0,0,0
 A4,2017,18498,21540,145,51.4,1.4,8,13212.857142857143,2692.5,1,0,0,1
 Q3,2015,19498,14919,160,49.6,2.0,10,9749.0,1491.9,1,0,0,0
 Q2,2019,22698,9525,145,40.9,1.5,6,15132.0,1587.5,1,0,0,1
 A3,2017,17998,31317,125,57.6,2.0,8,8999.0,3914.625,0,1,0,0
 A4,2019,33245,2529,150,47.9,2.0,6,16622.5,421.5,0,1,0,0
 A4,2016,13998,38405,0,74.3,2.0,9,6999.0,4267.222222222223,1,0,0,0
 A6,2015,16998,57916,30,61.4,2.0,10,8499.0,5791.6,0,0,0,0
 A1,2015,11798,50730,30,58.9,1.4,10,8427.142857142857,5073.0,1,0,0,1
 A3,2017,14995,14488,150,60.1,1.4,8,10710.714285714286,1811.0,1,0,0,1
 Q2,2019,22995,3049,150,43.5,1.5,6,15330.0,508.1666666666667,0,1,0,1
 A6,2019,45995,7461,150,37.7,3.0,6,15331.666666666666,1243.5,0,1,0,0
 Q5,2017,33495,37492,150,34.0,3.0,8,11165.0,4686.5,0,1,0,1
 A5,2018,19495,36715,150,35.3,3.0,7,6498.333333333333,5245.0,0,1,0,1
 TT,2017,18000,14999,150,47.1,1.8,8,10000.0,1874.875,1,0,0,1
 A1,2018,15990,10247,145,56.5,1.4,7,11421.428571428572,1463.857142857143,0,1,0,1
 TT,2016,17000,9360,160,46.3,1.8,9,9444.444444444443,1040.0,1,0,0,1
 Q3,2016,15496,22543,30,61.4,2.0,9,7748.0,2504.777777777778,1,0,0,0
 Q2,2019,23888,1886,145,40.9,1.5,6,15925.333333333334,314.3333333333333,1,0,0,1
 A6,2016,20698,13986,30,61.4,2.0,9,10349.0,1554.0,0,1,0,0
 Q3,2015,15998,43458,145,52.3,2.0,10,7999.0,4345.8,1,0,0,0
 A3,2014,8698,87151,30,62.8,2.0,11,4349.0,7922.818181818182,0,1,0,0
 A3,2016,13698,21468,20,60.1,1.0,9,13698.0,2385.3333333333335,1,0,0,1
 A3,2016,12498,29298,20,60.1,1.0,9,12498.0,3255.3333333333335,1,0,0,1
 A3,2017,13698,15180,20,72.4,1.6,8,8561.25,1897.5,0,1,0,0
 A3,2016,16998,23933,20,65.7,2.0,9,8499.0,2659.222222222222,1,0,0,0
 Q3,2019,32500,4432,145,31.4,2.0,6,16250.0,738.6666666666666,0,0,0,1
 A4,2017,14495,15097,150,53.3,1.4,8,10353.57142857143,1887.125,1,0,0,1
 A1,2016,10995,44575,30,55.4,1.4,9,7853.571428571429,4952.777777777777,1,0,0,1
 Q7,2019,40495,8391,150,33.6,3.0,6,13498.333333333334,1398.5,0,1,0,0
 A1,2016,11495,33397,0,67.3,1.0,9,11495.0,3710.777777777778,1,0,0,1
 A3,2016,13250,46860,20,68.9,1.6,9,8281.25,5206.666666666667,1,0,0,0
 A3,2019,22991,12472,150,42.2,1.5,6,15327.333333333334,2078.6666666666665,0,1,0,1
 A6,2016,18291,35665,30,61.4,2.0,9,9145.5,3962.777777777778,0,1,0,0
 A1,2017,12991,36009,150,58.9,1.4,8,9279.285714285716,4501.125,1,0,0,1
 Q2,2019,23496,2891,145,43.5,1.0,6,23496.0,481.8333333333333,1,0,0,1
 Q2,2019,21756,3486,145,45.6,1.0,6,21756.0,581.0,1,0,0,1
 A6,2019,32996,7098,145,39.8,3.0,6,10998.666666666666,1183.0,0,0,0,0
 Q3,2020,33591,4455,150,39.2,1.5,5,22394.0,891.0,0,1,0,1
 Q2,2020,27591,4455,150,44.8,2.0,5,13795.5,891.0,0,1,0,0
 A3,2017,18991,9009,30,56.5,1.4,8,13565.0,1126.125,0,1,0,1
 A5,2017,18998,28618,30,67.3,2.0,8,9499.0,3577.25,0,1,0,0
 A5,2016,15698,51089,125,58.9,2.0,9,7849.0,5676.555555555556,1,0,0,0
 A3,2019,24990,4444,145,43.5,1.5,6,16660.0,740.6666666666666,0,0,0,1
 A6,2019,32000,4432,145,47.9,2.0,6,16000.0,738.6666666666666,0,0,0,0
 A1,2019,19751,5432,145,47.9,1.0,6,19751.0,905.3333333333334,1,0,0,1
 A4,2019,27444,5432,145,47.1,2.0,6,13722.0,905.3333333333334,0,0,0,0
 A4,2019,35888,5432,145,36.2,2.0,6,17944.0,905.3333333333334,0,0,0,1
 A3,2019,21996,2578,145,51.4,1.6,6,13747.5,429.6666666666667,1,0,0,0
 A1,2019,19990,5432,145,47.9,1.0,6,19990.0,905.3333333333334,1,0,0,1
 TT,2019,30766,5154,145,37.2,2.0,6,15383.0,859.0,0,1,0,1
 Q2,2019,23896,8654,145,40.9,1.5,6,15930.666666666666,1442.3333333333333,0,1,0,1
 A5,2017,20996,22877,145,47.9,2.0,8,10498.0,2859.625,0,1,0,1
 Q2,2020,34251,4433,150,32.5,2.0,5,17125.5,886.6,0,1,0,1
 Q3,2020,31990,4432,150,40.4,1.5,5,21326.666666666668,886.4,0,1,0,1
 A1,2020,25888,5432,150,44.8,1.5,5,17258.666666666668,1086.4,0,1,0,1
 A1,2016,11295,37925,0,67.3,1.0,9,11295.0,4213.888888888889,1,0,0,1
 A1,2016,12495,20645,30,56.5,1.4,9,8925.0,2293.8888888888887,1,0,0,1
 Q5,2017,32995,32821,235,42.2,3.0,8,10998.333333333334,4102.625,0,1,0,0
 A5,2017,21595,31777,30,65.7,2.0,8,10797.5,3972.125,0,0,0,0
 A6,2019,27795,1282,145,47.9,2.0,6,13897.5,213.66666666666666,0,0,0,0
 A6,2019,29995,4985,145,50.4,2.0,6,14997.5,830.8333333333334,0,0,0,0
 Q3,2018,19991,20555,145,47.9,1.4,7,14279.285714285716,2936.4285714285716,0,1,0,1
 A1,2017,19991,24001,145,76.3,1.6,8,12494.375,3000.125,1,0,0,0
 Q2,2020,25990,4432,150,43.5,1.5,5,17326.666666666668,886.4,1,0,0,1
 A4,2019,43990,5505,150,40.4,3.0,6,14663.333333333334,917.5,0,1,0,0
 A1,2020,25491,5432,150,44.8,1.5,5,16994.0,1086.4,0,1,0,1
 TT,2020,29000,2301,150,40.9,2.0,5,14500.0,460.2,0,1,0,1
 Q2,2019,19751,5249,145,49.6,1.6,6,12344.375,874.8333333333334,1,0,0,0
 Q2,2019,23756,2493,145,47.9,2.0,6,11878.0,415.5,0,1,0,0
 Q2,2019,22444,4691,145,47.9,1.6,6,14027.5,781.8333333333334,1,0,0,0
 A3,2019,24990,5432,145,44.1,1.5,6,16660.0,905.3333333333334,0,1,0,1
 Q2,2019,26444,4077,145,42.2,1.5,6,17629.333333333332,679.5,0,1,0,1
 Q2,2019,23751,3786,145,43.5,1.5,6,15834.0,631.0,1,0,0,1
 Q2,2019,25888,4444,145,42.2,1.5,6,17258.666666666668,740.6666666666666,0,0,0,1
 Q3,2019,37888,4432,145,30.7,2.0,6,18944.0,738.6666666666666,0,0,0,1
 Q3,2019,35896,4444,145,30.7,2.0,6,17948.0,740.6666666666666,0,1,0,1
 A4,2019,39996,12335,145,40.4,3.0,6,13332.0,2055.8333333333335,0,0,0,0
 Q3,2017,22491,18008,150,42.2,2.0,8,11245.5,2251.0,0,1,0,1
 A6,2019,38444,5432,150,34.0,2.0,6,19222.0,905.3333333333334,0,1,0,1
 Q8,2018,49991,12332,150,33.6,3.0,7,16663.666666666668,1761.7142857142858,0,1,0,0
 A4,2016,12498,78269,0,74.3,2.0,9,6249.0,8696.555555555555,1,0,0,0
 A5,2016,17698,54770,145,56.5,2.0,9,8849.0,6085.555555555556,1,0,0,0
 A5,2017,20498,36396,145,65.7,2.0,8,10249.0,4549.5,1,0,0,0
 Q2,2017,17991,16202,150,52.3,1.4,8,12850.714285714286,2025.25,1,0,0,1
 Q7,2019,45251,17003,150,32.8,3.0,6,15083.666666666666,2833.8333333333335,0,1,0,0
 A5,2019,34444,5432,150,36.7,2.0,6,17222.0,905.3333333333334,0,1,0,1
 A1,2019,23444,5432,145,44.8,1.0,6,23444.0,905.3333333333334,0,1,0,1
 Q3,2019,26990,1496,145,42.8,2.0,6,13495.0,249.33333333333334,1,0,0,0
 A3,2015,16396,23768,125,57.6,2.0,10,8198.0,2376.8,0,1,0,0
 A3,2019,23888,4444,145,44.1,1.5,6,15925.333333333334,740.6666666666666,0,0,0,1
 Q8,2019,56996,8787,145,32.8,3.0,6,18998.666666666668,1464.5,0,0,0,0
 A5,2019,32444,5432,145,45.6,2.0,6,16222.0,905.3333333333334,0,0,0,0
 Q3,2019,32888,4432,145,31.4,2.0,6,16444.0,738.6666666666666,0,0,0,1
 A3,2019,23888,4321,145,44.1,1.5,6,15925.333333333334,720.1666666666666,1,0,0,1
 Q3,2016,18946,33072,160,50.4,2.0,9,9473.0,3674.6666666666665,0,1,0,0
 Q3,2017,16856,27339,125,51.4,1.4,8,12040.0,3417.375,1,0,0,1
 A1,2018,12996,18876,145,55.4,1.4,7,9282.857142857143,2696.5714285714284,1,0,0,1
 A4,2016,15256,25214,0,74.3,2.0,9,7628.0,2801.5555555555557,1,0,0,0
 Q2,2019,24496,3402,145,40.9,1.5,6,16330.666666666666,567.0,0,1,0,1
 Q3,2017,18696,23008,145,56.5,2.0,8,9348.0,2876.0,1,0,0,0
 A5,2016,21498,34051,200,44.8,3.0,9,7166.0,3783.4444444444443,0,1,0,0
 Q3,2015,15998,51336,160,50.4,2.0,10,7999.0,5133.6,0,1,0,0
 Q5,2013,21998,48282,260,41.5,3.0,12,7332.666666666667,4023.5,0,1,0,0
 A6,2015,18998,44000,145,54.3,3.0,10,6332.666666666667,4400.0,0,1,0,0
 A6,2018,28498,8602,145,50.4,2.0,7,14249.0,1228.857142857143,0,1,0,0
 A6,2015,12498,74644,20,61.4,2.0,10,6249.0,7464.4,0,1,0,0
 A5,2016,17998,49936,145,56.5,2.0,9,8999.0,5548.444444444444,1,0,0,0
 A3,2016,14498,30895,125,52.3,1.4,9,10355.714285714286,3432.777777777778,1,0,0,1
 A6,2016,15498,63000,125,56.5,3.0,9,5166.0,7000.0,0,1,0,0
 A3,2020,34991,4432,150,34.5,2.0,5,17495.5,886.4,0,1,0,1
 A3,2019,17756,5432,145,54.3,1.6,6,11097.5,905.3333333333334,0,1,0,0
 Q2,2019,19991,4538,145,47.1,1.0,6,19991.0,756.3333333333334,1,0,0,1
 A3,2019,18696,4567,145,44.8,1.5,6,12464.0,761.1666666666666,1,0,0,1
 A3,2019,23256,3434,145,51.4,2.0,6,11628.0,572.3333333333334,0,1,0,0
 Q2,2019,26888,2197,145,47.9,2.0,6,13444.0,366.1666666666667,0,0,0,0
 Q2,2019,20251,985,145,49.6,1.6,6,12656.875,164.16666666666666,1,0,0,0
 A4,2019,27444,6458,145,47.1,2.0,6,13722.0,1076.3333333333333,0,0,0,0
 Q5,2019,44990,6565,135,117.7,2.0,6,22495.0,1094.1666666666667,0,0,1,0
 A1,2019,22444,5432,145,47.9,1.0,6,22444.0,905.3333333333334,1,0,0,1
 A1,2019,21251,5432,145,47.9,1.0,6,21251.0,905.3333333333334,1,0,0,1
 Q8,2020,84496,3522,145,30.7,4.0,5,21124.0,704.4,0,0,0,0
 Q2,2020,24444,4432,145,43.5,1.5,5,16296.0,886.4,1,0,0,1
 Q5,2020,53990,4433,145,34.5,3.0,5,17996.666666666668,886.6,0,1,0,0
 Q3,2020,32881,4432,145,39.2,1.5,5,21920.666666666668,886.4,0,1,0,1
 A1,2020,25491,5432,145,44.8,1.5,5,16994.0,1086.4,0,1,0,1
 A3,2020,35991,4433,145,34.9,2.0,5,17995.5,886.6,0,1,0,1
 A7,2019,49496,2055,150,35.8,3.0,6,16498.666666666668,342.5,0,1,0,0
 A3,2016,16491,24950,30,58.9,1.4,9,11779.285714285716,2772.222222222222,1,0,0,1
 A1,2015,12698,28456,30,55.4,1.4,10,9070.0,2845.6,1,0,0,1
 Q5,2014,15998,25242,200,47.1,2.0,11,7999.0,2294.7272727272725,0,1,0,0
 A4,2017,12998,74796,20,72.4,2.0,8,6499.0,9349.5,0,1,0,0
 A4,2016,13698,29398,145,51.4,1.4,9,9784.285714285716,3266.4444444444443,1,0,0,1
 A3,2017,16998,53283,30,56.5,1.4,8,12141.428571428572,6660.375,0,1,0,1
 A6,2015,15998,71030,30,64.2,2.0,10,7999.0,7103.0,0,1,0,0
 A5,2016,18998,41727,160,53.3,2.0,9,9499.0,4636.333333333333,1,0,0,0
 Q3,2014,15698,26728,160,50.4,2.0,11,7849.0,2429.818181818182,1,0,0,0
 Q2,2019,19991,3358,145,47.1,1.0,6,19991.0,559.6666666666666,1,0,0,1
 Q3,2020,32444,4432,145,31.4,2.0,5,16222.0,886.4,0,1,0,1
 Q5,2019,35496,4567,145,38.2,2.0,6,17748.0,761.1666666666666,0,0,0,0
 Q5,2019,31496,4567,145,38.2,2.0,6,15748.0,761.1666666666666,0,0,0,0
 A4,2017,24896,21976,145,44.1,2.0,8,12448.0,2747.0,0,1,0,1
 Q3,2017,19596,21201,145,49.6,1.4,8,13997.142857142859,2650.125,1,0,0,1
 Q3,2019,33888,2590,145,31.4,2.0,6,16944.0,431.6666666666667,0,0,0,1
 Q2,2019,23756,4321,145,43.5,1.5,6,15837.333333333334,720.1666666666666,1,0,0,1
 Q3,2019,32500,4444,145,38.7,2.0,6,16250.0,740.6666666666666,0,1,0,0
 A4,2019,25999,5432,145,50.4,2.0,6,12999.5,905.3333333333334,0,0,0,0
 Q5,2019,38000,4433,145,32.1,2.0,6,19000.0,738.8333333333334,0,1,0,1
 A4,2019,46888,3988,145,39.2,3.0,6,15629.333333333334,664.6666666666666,0,0,0,0
 A6,2019,29896,3411,145,47.9,2.0,6,14948.0,568.5,0,1,0,0
 Q5,2020,37888,4343,145,32.1,2.0,5,18944.0,868.6,0,1,0,1
 Q3,2020,32444,1445,145,31.4,2.0,5,16222.0,289.0,0,1,0,1
 Q5,2016,20256,33423,200,47.9,2.0,9,10128.0,3713.6666666666665,1,0,0,0
 A1,2016,12996,15121,30,56.5,1.4,9,9282.857142857143,1680.111111111111,1,0,0,1
 A1,2016,10996,25783,30,57.6,1.4,9,7854.285714285715,2864.777777777778,1,0,0,1
 Q3,2017,19656,20355,145,49.6,1.4,8,14040.0,2544.375,1,0,0,1
 A5,2020,28991,5432,145,51.4,2.0,5,14495.5,1086.4,0,1,0,0
 Q3,2020,33491,4444,145,39.2,1.5,5,22327.333333333332,888.8,0,1,0,1
 Q3,2020,33881,4432,145,31.4,2.0,5,16940.5,886.4,0,1,0,1
 A4,2020,30990,4454,145,38.2,2.0,5,15495.0,890.8,0,1,0,1
 Q2,2017,16496,35554,145,68.9,1.6,8,10310.0,4444.25,0,0,0,0
 Q2,2019,19991,6190,145,47.1,1.0,6,19991.0,1031.6666666666667,1,0,0,1
 A4,2015,13351,39652,0,74.3,2.0,10,6675.5,3965.2,1,0,0,0
 A1,2017,14491,13253,150,55.4,1.4,8,10350.714285714286,1656.625,1,0,0,1
 A3,2016,14991,25556,20,60.1,1.4,9,10707.857142857143,2839.5555555555557,1,0,0,1
 Q3,2019,29991,1676,150,40.9,1.5,6,19994.0,279.3333333333333,1,0,0,1
 Q3,2017,17991,18909,150,51.4,1.4,8,12850.714285714286,2363.625,1,0,0,1
 TT,2020,36991,4433,150,35.3,2.0,5,18495.5,886.6,0,1,0,1
 Q3,2020,33491,4432,150,39.2,1.5,5,22327.333333333332,886.4,0,1,0,1
 A3,2016,11896,36329,30,58.9,1.4,9,8497.142857142857,4036.5555555555557,0,1,0,1
 A1,2017,12990,24435,145,55.4,1.4,8,9278.57142857143,3054.375,1,0,0,1
 Q2,2019,22896,2243,145,40.9,1.5,6,15264.0,373.8333333333333,0,1,0,1
 A1,2019,18990,4445,145,46.3,1.0,6,18990.0,740.8333333333334,0,0,0,1
 Q8,2019,63796,6878,145,32.8,3.0,6,21265.333333333332,1146.3333333333333,0,0,0,0
 Q2,2019,24756,4512,145,39.2,1.5,6,16504.0,752.0,1,0,0,1
 Q5,2013,15896,57387,235,37.7,2.0,12,7948.0,4782.25,1,0,0,1
 A3,2017,12500,42779,145,62.8,1.0,8,12500.0,5347.375,1,0,0,1
 A4,2017,14650,40583,145,51.4,1.4,8,10464.285714285716,5072.875,1,0,0,1
 A6,2015,17996,48175,125,57.6,3.0,10,5998.666666666667,4817.5,0,1,0,0
 Q2,2019,18896,5988,145,49.6,1.6,6,11810.0,998.0,1,0,0,0
